time_s,altitude_km,velocity_ms,mach,heat_flux_Wm2
7.460257752523904173e+01,6.571142785696423516e+01,7.543177081284531596e+03,2.484012941693992005e+01,4.675672295651169261e+05
7.463716520434972779e+01,6.568642160540134967e+01,7.542980130509655282e+03,2.483569191654089536e+01,4.683190228099904489e+05
7.467175378656105522e+01,6.566141535383846417e+01,7.542782499686903066e+03,2.483125410852574433e+01,4.690718878619810566e+05
7.470634327503876193e+01,6.563640910227557868e+01,7.542584186486196813e+03,2.482681598479184615e+01,4.698258255284705083e+05
7.474093367295969870e+01,6.561140285071267897e+01,7.542385188569599450e+03,2.482237753721604534e+01,4.705808366132707451e+05
7.477552498351195709e+01,6.558639659914979347e+01,7.542185503591290399e+03,2.481793875765450963e+01,4.713369219165918767e+05
7.481011720989494052e+01,6.556139034758690798e+01,7.541985129197539209e+03,2.481349963794270508e+01,4.720940822350156959e+05
7.484471035531930738e+01,6.553638409602400827e+01,7.541784063026681906e+03,2.480906016989530372e+01,4.728523183614634909e+05
7.487930442300704215e+01,6.551137784446112278e+01,7.541582302709092801e+03,2.480462034530612314e+01,4.736116310851660674e+05
7.491389941619155479e+01,6.548637159289822307e+01,7.541379845867159929e+03,2.480018015594805192e+01,4.743720211916369153e+05
7.494849533811765241e+01,6.546136534133533758e+01,7.541176690115259589e+03,2.479573959357297497e+01,4.751334894626372261e+05
7.498309219204162446e+01,6.543635908977243787e+01,7.540972833059725417e+03,2.479129864991169185e+01,4.758960366761490586e+05
7.501768998123121435e+01,6.541135283820955237e+01,7.540768272298829288e+03,2.478685731667386705e+01,4.766596636063420447e+05
7.505228870896577575e+01,6.538634658664666688e+01,7.540563005422752212e+03,2.478241558554794821e+01,4.774243710235463222e+05
7.508688837853620157e+01,6.536134033508378138e+01,7.540357030013555232e+03,2.477797344820108094e+01,4.781901596942165634e+05
7.512148899324506601e+01,6.533633408352088168e+01,7.540150343645158500e+03,2.477353089627905547e+01,4.789570303809065954e+05
7.515609055640653935e+01,6.531132783195799618e+01,7.539942943883309454e+03,2.476908792140621784e+01,4.797249838422334869e+05
7.519069307134655844e+01,6.528632158039509648e+01,7.539734828285557342e+03,2.476464451518540244e+01,4.804940208328486187e+05
7.522529654140281252e+01,6.526131532883221098e+01,7.539525994401231401e+03,2.476020066919787155e+01,4.812641421034054947e+05
7.525990096992477163e+01,6.523630907726931127e+01,7.539316439771407204e+03,2.475575637500320880e+01,4.820353484005275532e+05
7.529450636027372923e+01,6.521130282570642578e+01,7.539106161928885740e+03,2.475131162413928365e+01,4.828076404667774332e+05
7.532911271582290169e+01,6.518629657414354028e+01,7.538895158398162494e+03,2.474686640812215899e+01,4.835810190406249021e+05
7.536372003995739988e+01,6.516129032258065479e+01,7.538683426695402886e+03,2.474242071844600588e+01,4.843554848564118729e+05
7.539832833607431439e+01,6.513628407101775508e+01,7.538470964328411355e+03,2.473797454658303963e+01,4.851310386443246971e+05
7.543293760758271560e+01,6.511127781945486959e+01,7.538257768796612254e+03,2.473352788398347357e+01,4.859076811303583090e+05
7.546754785790376729e+01,6.508627156789198409e+01,7.538043837591012561e+03,2.472908072207538055e+01,4.866854130362839787e+05
7.550215909047071250e+01,6.506126531632908438e+01,7.537829168194182785e+03,2.472463305226467156e+01,4.874642350796171813e+05
7.553677130872893031e+01,6.503625906476619889e+01,7.537613758080226035e+03,2.472018486593501052e+01,4.882441479735834291e+05
7.557138451613597852e+01,6.501125281320329918e+01,7.537397604714748923e+03,2.471573615444772187e+01,4.890251524270881782e+05
7.560599871616165046e+01,6.498624656164041369e+01,7.537180705554838823e+03,2.471128690914171955e+01,4.898072491446785280e+05
7.564061391228803188e+01,6.496124031007751398e+01,7.536963058049032043e+03,2.470683712133345367e+01,4.905904388265144080e+05
7.567523010800947247e+01,6.493623405851462849e+01,7.536744659637288350e+03,2.470238678231680396e+01,4.913747221683309763e+05
7.570984730683271380e+01,6.491122780695174299e+01,7.536525507750960060e+03,2.469793588336301227e+01,4.921600998614078853e+05
7.574446551227690350e+01,6.488622155538885750e+01,7.536305599812770197e+03,2.469348441572062214e+01,4.929465725925325532e+05
7.577908472787362371e+01,6.486121530382595779e+01,7.536084933236778852e+03,2.468903237061538292e+01,4.937341410439696047e+05
7.581370495716694791e+01,6.483620905226307229e+01,7.535863505428357712e+03,2.468457973925018933e+01,4.945228058934211731e+05
7.584832620371351197e+01,6.481120280070017259e+01,7.535641313784160957e+03,2.468012651280497849e+01,4.953125678139976808e+05
7.588294847108249996e+01,6.478619654913728709e+01,7.535418355692097975e+03,2.467567268243668011e+01,4.961034274741779664e+05
7.591757176285575781e+01,6.476119029757438739e+01,7.535194628531305170e+03,2.467121823927913127e+01,4.968953855377806467e+05
7.595219608262777911e+01,6.473618404601150189e+01,7.534970129672116855e+03,2.466676317444298761e+01,4.976884426639211597e+05
7.598682143400577615e+01,6.471117779444861640e+01,7.534744856476037057e+03,2.466230747901566644e+01,4.984825995069852797e+05
7.602144782060975103e+01,6.468617154288573090e+01,7.534518806295710419e+03,2.465785114406122958e+01,4.992778567165844142e+05
7.605607524607250980e+01,6.466116529132283119e+01,7.534291976474896728e+03,2.465339416062036548e+01,5.000742149375295267e+05
7.609070371403967670e+01,6.463615903975994570e+01,7.534064364348435447e+03,2.464893651971024724e+01,5.008716748097850941e+05
7.612533322816982206e+01,6.461115278819706020e+01,7.533835967242224797e+03,2.464447821232449698e+01,5.016702369684429723e+05
7.615996379213446232e+01,6.458614653663416050e+01,7.533606782473189014e+03,2.464001922943309353e+01,5.024699020436792634e+05
7.619459540961808841e+01,6.456114028507127500e+01,7.533376807349248338e+03,2.463555956198228003e+01,5.032706706607197411e+05
7.622922808431825104e+01,6.453613403350837530e+01,7.533146039169291726e+03,2.463109920089451421e+01,5.040725434398060315e+05
7.626386181994557489e+01,6.451112778194548980e+01,7.532914475223146837e+03,2.462663813706834759e+01,5.048755209961557412e+05
7.629849662022385814e+01,6.448612153038259009e+01,7.532682112791554573e+03,2.462217636137840060e+01,5.056796039399263682e+05
7.633313248889002978e+01,6.446111527881970460e+01,7.532448949146131781e+03,2.461771386467522760e+01,5.064847928761776420e+05
7.636776942969429172e+01,6.443610902725681910e+01,7.532214981549349432e+03,2.461325063778525291e+01,5.072910884048350854e+05
7.640240744640010462e+01,6.441110277569393361e+01,7.531980207254501693e+03,2.460878667151073529e+01,5.080984911206552642e+05
7.643704654278427313e+01,6.438609652413103390e+01,7.531744623505673189e+03,2.460432195662962229e+01,5.089070016131815501e+05
7.647168672263694589e+01,6.436109027256814841e+01,7.531508227537708990e+03,2.459985648389548274e+01,5.097166204667104175e+05
7.650632798976172921e+01,6.433608402100524870e+01,7.531271016576193688e+03,2.459539024403747121e+01,5.105273482602546574e+05
7.654097034797568710e+01,6.431107776944236321e+01,7.531032987837408655e+03,2.459092322776020367e+01,5.113391855675032130e+05
7.657561380110941229e+01,6.428607151787947771e+01,7.530794138528312033e+03,2.458645542574367227e+01,5.121521329567810171e+05
7.661025835300705467e+01,6.426106526631657800e+01,7.530554465846505991e+03,2.458198682864320972e+01,5.129661909910143586e+05
7.664490400752637811e+01,6.423605901475369251e+01,7.530313966980202167e+03,2.457751742708933307e+01,5.137813602276886813e+05
7.667955076853883156e+01,6.421105276319079280e+01,7.530072639108198018e+03,2.457304721168774719e+01,5.145976412188117974e+05
7.671419863992956323e+01,6.418604651162790731e+01,7.529830479399844990e+03,2.456857617301918850e+01,5.154150345108734327e+05
7.674884762559749163e+01,6.416104026006502181e+01,7.529587485015015773e+03,2.456410430163940006e+01,5.162335406448068679e+05
7.678349772945536245e+01,6.413603400850213632e+01,7.529343653104074292e+03,2.455963158807900015e+01,5.170531601559476112e+05
7.681814895542977695e+01,6.411102775693923661e+01,7.529098980807847511e+03,2.455515802284342897e+01,5.178738935739952140e+05
7.685280130746123461e+01,6.408602150537635112e+01,7.528853465257593598e+03,2.455068359641285980e+01,5.186957414229735732e+05
7.688745478950423262e+01,6.406101525381345141e+01,7.528607103574969187e+03,2.454620829924210668e+01,5.195187042211875669e+05
7.692210940552726584e+01,6.403600900225056591e+01,7.528359892872003002e+03,2.454173212176055330e+01,5.203427824811887695e+05
7.695676515951291208e+01,6.401100275068766621e+01,7.528111830251061292e+03,2.453725505437206778e+01,5.211679767097286531e+05
7.699142205545781792e+01,6.398599649912478071e+01,7.527862912804817825e+03,2.453277708745489605e+01,5.219942874077205779e+05
7.702608009737285499e+01,6.396099024756189522e+01,7.527613137616224776e+03,2.452829821136161570e+01,5.228217150701989885e+05
7.706073928928309158e+01,6.393598399599900262e+01,7.527362501758477265e+03,2.452381841641901161e+01,5.236502601862792508e+05
7.709539963522787787e+01,6.391097774443611002e+01,7.527111002294987884e+03,2.451933769292801912e+01,5.244799232391122496e+05
7.713006113926084595e+01,6.388597149287322452e+01,7.526858636279349412e+03,2.451485603116363521e+01,5.253107047058467288e+05
7.716472380545005194e+01,6.386096524131033192e+01,7.526605400755308438e+03,2.451037342137482256e+01,5.261426050575876143e+05
7.719938763787794755e+01,6.383595898974744642e+01,7.526351292756731709e+03,2.450588985378442430e+01,5.269756247593506705e+05
7.723405264064147957e+01,6.381095273818454672e+01,7.526096309307573392e+03,2.450140531858908588e+01,5.278097642700232100e+05
7.726871881785210405e+01,6.378594648662166122e+01,7.525840447421845965e+03,2.449691980595917329e+01,5.286450240423203213e+05
7.730338617363587161e+01,6.376094023505876862e+01,7.525583704103586570e+03,2.449243330603867719e+01,5.294814045227437746e+05
7.733805471213348426e+01,6.373593398349587602e+01,7.525326076346824266e+03,2.448794580894511697e+01,5.303189061515369685e+05
7.737272443750029538e+01,6.371092773193298342e+01,7.525067561135552751e+03,2.448345730476948034e+01,5.311575293626440689e+05
7.740739535390643766e+01,6.368592148037009792e+01,7.524808155443692158e+03,2.447896778357612035e+01,5.319972745836644899e+05
7.744206746553680887e+01,6.366091522880720532e+01,7.524547856235061772e+03,2.447447723540267006e+01,5.328381422358127311e+05
7.747674077659118552e+01,6.363590897724431272e+01,7.524286660463344560e+03,2.446998565025994665e+01,5.336801327338714618e+05
7.751141529128419450e+01,6.361090272568142012e+01,7.524024565072058067e+03,2.446549301813188748e+01,5.345232464861500775e+05
7.754609101384546932e+01,6.358589647411853463e+01,7.523761566994519853e+03,2.446099932897543994e+01,5.353674838944375515e+05
7.758076794851963598e+01,6.356089022255564203e+01,7.523497663153812027e+03,2.445650457272047262e+01,5.362128453539619222e+05
7.761544609956638396e+01,6.353588397099274943e+01,7.523232850462756687e+03,2.445200873926971141e+01,5.370593312533448916e+05
7.765012547126050890e+01,6.351087771942985682e+01,7.522967125823874994e+03,2.444751181849861865e+01,5.379069419745528139e+05
7.768480606789199783e+01,6.348587146786697133e+01,7.522700486129360797e+03,2.444301380025534343e+01,5.387556778928585118e+05
7.771948789376605760e+01,6.346086521630408583e+01,7.522432928261042434e+03,2.443851467436058300e+01,5.396055393767911009e+05
7.775417095320318595e+01,6.343585896474118613e+01,7.522164449090353628e+03,2.443401443060753664e+01,5.404565267880932661e+05
7.778885525053919991e+01,6.341085271317830063e+01,7.521895045478298016e+03,2.442951305876179902e+01,5.413086404816745780e+05
7.782354079012533532e+01,6.338584646161540803e+01,7.521624714275420047e+03,2.442501054856127141e+01,5.421618808055650443e+05
7.785822757632826097e+01,6.336084021005251543e+01,7.521353452321764053e+03,2.442050688971606576e+01,5.430162481008705217e+05
7.789291561353014970e+01,6.333583395848962283e+01,7.521081256446848784e+03,2.441600207190843008e+01,5.438717427017262671e+05
7.792760490612873525e+01,6.331082770692673733e+01,7.520808123469630118e+03,2.441149608479263833e+01,5.447283649352494394e+05
7.796229545853738330e+01,6.328582145536384473e+01,7.520534050198468321e+03,2.440698891799492642e+01,5.455861151214934653e+05
7.799698727518514829e+01,6.326081520380095213e+01,7.520259033431094394e+03,2.440248056111336439e+01,5.464449935734007740e+05
7.803168036051675927e+01,6.323580895223805953e+01,7.519983069954575512e+03,2.439797100371780658e+01,5.473050005967549514e+05
7.806637471899279035e+01,6.321080270067517404e+01,7.519706156545282283e+03,2.439346023534977093e+01,5.481661364901342895e+05
7.810107035508963236e+01,6.318579644911228144e+01,7.519428289968855097e+03,2.438894824552235008e+01,5.490284015448647551e+05
7.813576727329959226e+01,6.316079019754938884e+01,7.519149466980169564e+03,2.438443502372013327e+01,5.498917960449708626e+05
7.817046547813092161e+01,6.313578394598649624e+01,7.518869684323302863e+03,2.437992055939912106e+01,5.507563202671281761e+05
7.820516497410790180e+01,6.311077769442361074e+01,7.518588938731498274e+03,2.437540484198659030e+01,5.516219744806140661e+05
7.823986576577090091e+01,6.308577144286071814e+01,7.518307226927131524e+03,2.437088786088105863e+01,5.524887589472623076e+05
7.827456785767641634e+01,6.306076519129782554e+01,7.518024545621677134e+03,2.436636960545214592e+01,5.533566739214111585e+05
7.830927125439711745e+01,6.303575893973494004e+01,7.517740891515673866e+03,2.436185006504050676e+01,5.542257196498545818e+05
7.834397596052194501e+01,6.301075268817204744e+01,7.517456261298689242e+03,2.435732922895772390e+01,5.550958963717949810e+05
7.837868198065616809e+01,6.298574643660915484e+01,7.517170651649285901e+03,2.435280708648623715e+01,5.559672043187937234e+05
7.841338931942136981e+01,6.296074018504626224e+01,7.516884059234986125e+03,2.434828362687921199e+01,5.568396437147173565e+05
7.844809798145561786e+01,6.293573393348337675e+01,7.516596480712236371e+03,2.434375883936047558e+01,5.577132147756947670e+05
7.848280797141346454e+01,6.291072768192048414e+01,7.516307912726376344e+03,2.433923271312443504e+01,5.585879177100614179e+05
7.851751929396598939e+01,6.288572143035759154e+01,7.516018351911594436e+03,2.433470523733592827e+01,5.594637527183104539e+05
7.855223195380087020e+01,6.286071517879469894e+01,7.515727794890905898e+03,2.433017640113017777e+01,5.603407199930425268e+05
7.858694595562249674e+01,6.283570892723181345e+01,7.515436238276104632e+03,2.432564619361269109e+01,5.612188197189170169e+05
7.862166130415195653e+01,6.281070267566892085e+01,7.515143678667737731e+03,2.432111460385914015e+01,5.620980520725941751e+05
7.865637800412714853e+01,6.278569642410602825e+01,7.514850112655064549e+03,2.431658162091529363e+01,5.629784172226944938e+05
7.869109606030278314e+01,6.276069017254313565e+01,7.514555536816023960e+03,2.431204723379690691e+01,5.638599153297354933e+05
7.872581547745053854e+01,6.273568392098025015e+01,7.514259947717194336e+03,2.430751143148962612e+01,5.647425465460906271e+05
7.876053626035903221e+01,6.271067766941735755e+01,7.513963341913765362e+03,2.430297420294890287e+01,5.656263110159285134e+05
7.879525841383393470e+01,6.268567141785446495e+01,7.513665715949493460e+03,2.429843553709988058e+01,5.665112088751666015e+05
7.882998194269799797e+01,6.266066516629157235e+01,7.513367066356671785e+03,2.429389542283730918e+01,5.673972402514141286e+05
7.886470685179114071e+01,6.263565891472868685e+01,7.513067389656093837e+03,2.428935384902545636e+01,5.682844052639252041e+05
7.889943314597051938e+01,6.261065266316580136e+01,7.512766682357013451e+03,2.428481080449798668e+01,5.691727040235387394e+05
7.893416083011055662e+01,6.258564641160290165e+01,7.512464940957114777e+03,2.428026627805789062e+01,5.700621366326316493e+05
7.896888990910302653e+01,6.256064016004001616e+01,7.512162161942467719e+03,2.427572025847737436e+01,5.709527031850602943e+05
7.900362038785712571e+01,6.253563390847712355e+01,7.511858341787498830e+03,2.427117273449774615e+01,5.718444037661098409e+05
7.903835227129951591e+01,6.251062765691423095e+01,7.511553476954953112e+03,2.426662369482936654e+01,5.727372384524405934e+05
7.907308556437439506e+01,6.248562140535133835e+01,7.511247563895854000e+03,2.426207312815149564e+01,5.736312073120297864e+05
7.910782027204355416e+01,6.246061515378845286e+01,7.510940599049469711e+03,2.425752102311221847e+01,5.745263104041230399e+05
7.914255639928647668e+01,6.243560890222556026e+01,7.510632578843275041e+03,2.425296736832835265e+01,5.754225477791731246e+05
7.917729395110038126e+01,6.241060265066266766e+01,7.510323499692915902e+03,2.424841215238533465e+01,5.763199194787913002e+05
7.921203293250022170e+01,6.238559639909977506e+01,7.510013358002172026e+03,2.424385536383714168e+01,5.772184255356866634e+05
7.924677334851887167e+01,6.236059014753688956e+01,7.509702150162916951e+03,2.423929699120616732e+01,5.781180659736153902e+05
7.928151520420711051e+01,6.233558389597399696e+01,7.509389872555086185e+03,2.423473702298313626e+01,5.790188408073195023e+05
7.931625850463372274e+01,6.231057764441110436e+01,7.509076521546632648e+03,2.423017544762700481e+01,5.799207500424782047e+05
7.935100325488549800e+01,6.228557139284821176e+01,7.508762093493497559e+03,2.422561225356485792e+01,5.808237936756437412e+05
7.938574946006740163e+01,6.226056514128532626e+01,7.508446584739564969e+03,2.422104742919179543e+01,5.817279716941901715e+05
7.942049712530256045e+01,6.223555888972243366e+01,7.508129991616630832e+03,2.421648096287085394e+01,5.826332840762536507e+05
7.945524625573237643e+01,6.221055263815954106e+01,7.507812310444360264e+03,2.421191284293290380e+01,5.835397307906789938e+05
7.948999685651654090e+01,6.218554638659665557e+01,7.507493537530252979e+03,2.420734305767653538e+01,5.844473117969586747e+05
7.952474893283314827e+01,6.216054013503376297e+01,7.507173669169602363e+03,2.420277159536795608e+01,5.853560270451775286e+05
7.955950248987875284e+01,6.213553388347087036e+01,7.506852701645460002e+03,2.419819844424089439e+01,5.862658764759527985e+05
7.959425753286839722e+01,6.211052763190797776e+01,7.506530631228598395e+03,2.419362359249651107e+01,5.871768600203776732e+05
7.962901406703575446e+01,6.208552138034509227e+01,7.506207454177467298e+03,2.418904702830328191e+01,5.880889775999643607e+05
7.966377209763314227e+01,6.206051512878219967e+01,7.505883166738161890e+03,2.418446873979688050e+01,5.890022291265816893e+05
7.969853162993160822e+01,6.203550887721930707e+01,7.505557765144380028e+03,2.417988871508011783e+01,5.899166145024001598e+05
7.973329266922095826e+01,6.201050262565641447e+01,7.505231245617384957e+03,2.417530694222280019e+01,5.908321336198283825e+05
7.976805522080989874e+01,6.198549637409352897e+01,7.504903604365968931e+03,2.417072340926164742e+01,5.917487863614594098e+05
7.980281929002603647e+01,6.196049012253063637e+01,7.504574837586408648e+03,2.416613810420017572e+01,5.926665726000061259e+05
7.983758488221602079e+01,6.193548387096774377e+01,7.504244941462433417e+03,2.416155101500860169e+01,5.935854921982431551e+05
7.987235200274551516e+01,6.191047761940485117e+01,7.503913912165180591e+03,2.415696212962375355e+01,5.945055450089467922e+05
7.990712065699935351e+01,6.188547136784196567e+01,7.503581745853159191e+03,2.415237143594892544e+01,5.954267308748343494e+05
7.994189085038158282e+01,6.186046511627907307e+01,7.503248438672211705e+03,2.414777892185382413e+01,5.963490496285046684e+05
7.997666258831552000e+01,6.183545886471618047e+01,7.502913986755470432e+03,2.414318457517441985e+01,5.972725010923735099e+05
8.001143587624380871e+01,6.181045261315328787e+01,7.502578386223323832e+03,2.413858838371286808e+01,5.981970850786159281e+05
8.004621071962854728e+01,6.178544636159040238e+01,7.502241633183372869e+03,2.413399033523739945e+01,5.991228013891031733e+05
8.008098712395131713e+01,6.176044011002750977e+01,7.501903723730390993e+03,2.412939041748220959e+01,6.000496498153422726e+05
8.011576509471323959e+01,6.173543385846461717e+01,7.501564653946289582e+03,2.412478861814734898e+01,6.009776301384110702e+05
8.015054463743508961e+01,6.171042760690173168e+01,7.501224419900073372e+03,2.412018492489864485e+01,6.019067421288969927e+05
8.018532575765733839e+01,6.168542135533883908e+01,7.500883017647799534e+03,2.411557932536754123e+01,6.028369855468365131e+05
8.022010846094025283e+01,6.166041510377594648e+01,7.500540443232544021e+03,2.411097180715105637e+01,6.037683601416508900e+05
8.025489275286392399e+01,6.163540885221305388e+01,7.500196692684354275e+03,2.410636235781162284e+01,6.047008656520803925e+05
8.028967863902836655e+01,6.161040260065016838e+01,7.499851762020213755e+03,2.410175096487702007e+01,6.056345018061242299e+05
8.032446612505360406e+01,6.158539634908727578e+01,7.499505647243999192e+03,2.409713761584022507e+01,6.065692683209758252e+05
8.035925521657974002e+01,6.156039009752438318e+01,7.499158344346441481e+03,2.409252229815936630e+01,6.075051649029584369e+05
8.039404591926697208e+01,6.153538384596149058e+01,7.498809849305083844e+03,2.408790499925754247e+01,6.084421912474605488e+05
8.042883823879576255e+01,6.151037759439860508e+01,7.498460158084243631e+03,2.408328570652277634e+01,6.093803470388712594e+05
8.046363218086683844e+01,6.148537134283571248e+01,7.498109266634967753e+03,2.407866440730786906e+01,6.103196319505163701e+05
8.049842775120130511e+01,6.146036509127281988e+01,7.497757170894996307e+03,2.407404108893031136e+01,6.112600456445927266e+05
8.053322495554067473e+01,6.143535883970992728e+01,7.497403866788715277e+03,2.406941573867215922e+01,6.122015877720999997e+05
8.056802379964700833e+01,6.141035258814704179e+01,7.497049350227124705e+03,2.406478834377994147e+01,6.131442579727802658e+05
8.060282428930294429e+01,6.138534633658414919e+01,7.496693617107788668e+03,2.406015889146454967e+01,6.140880558750496712e+05
8.063762643031179778e+01,6.136034008502125658e+01,7.496336663314799807e+03,2.405552736890109600e+01,6.150329810959278839e+05
8.067243022849757494e+01,6.133533383345837109e+01,7.495978484718732034e+03,2.405089376322885641e+01,6.159790332409769762e+05
8.070723568970514350e+01,6.131032758189547849e+01,7.495619077176607789e+03,2.404625806155112500e+01,6.169262119042342529e+05
8.074204281980026110e+01,6.128532133033258589e+01,7.495258436531845291e+03,2.404162025093508959e+01,6.178745166681403061e+05
8.077685162466961799e+01,6.126031507876969329e+01,7.494896558614229434e+03,2.403698031841178917e+01,6.188239471034771996e+05
8.081166211022099333e+01,6.123530882720680779e+01,7.494533439239859035e+03,2.403233825097591492e+01,6.197745027692957083e+05
8.084647428238325517e+01,6.121030257564391519e+01,7.494169074211111365e+03,2.402769403558576400e+01,6.207261832128517563e+05
8.088128814710650261e+01,6.118529632408102259e+01,7.493803459316594854e+03,2.402304765916310458e+01,6.216789879695350537e+05
8.091610371036207994e+01,6.116029007251812999e+01,7.493436590331114530e+03,2.401839910859305860e+01,6.226329165628005285e+05
8.095092097814270460e+01,6.113528382095524449e+01,7.493068463015622001e+03,2.401374837072400581e+01,6.235879685040996410e+05
8.098573995646252399e+01,6.111027756939235189e+01,7.492699073117179069e+03,2.400909543236745591e+01,6.245441432928128634e+05
8.102056065135721497e+01,6.108527131782945929e+01,7.492328416368911348e+03,2.400444028029795263e+01,6.255014404161795974e+05
8.105538306888401223e+01,6.106026506626656669e+01,7.491956488489966432e+03,2.399978290125294222e+01,6.264598593492242508e+05
8.109020721512185048e+01,6.103525881470368120e+01,7.491583285185471141e+03,2.399512328193267408e+01,6.274193995546910446e+05
8.112503309617139280e+01,6.101025256314078860e+01,7.491208802146492417e+03,2.399046140900008695e+01,6.283800604829719523e+05
8.115986071815517278e+01,6.098524631157789599e+01,7.490833035049989121e+03,2.398579726908069887e+01,6.293418415720366174e+05
8.119469008721758030e+01,6.096024006001500339e+01,7.490455979558771105e+03,2.398113084876246859e+01,6.303047422473574989e+05
8.122952120952504629e+01,6.093523380845211790e+01,7.490077631321458284e+03,2.397646213459572451e+01,6.312687619218440959e+05
8.126435409126604270e+01,6.091022755688922530e+01,7.489697985972432434e+03,2.397179111309300836e+01,6.322338999957668129e+05
8.129918873865119622e+01,6.088522130532633270e+01,7.489317039131800811e+03,2.396711777072899352e+01,6.332001558566878084e+05
8.133402515791338772e+01,6.086021505376344720e+01,7.488934786405344312e+03,2.396244209394034286e+01,6.341675288793878863e+05
8.136886335530779490e+01,6.083520880220055460e+01,7.488551223384482000e+03,2.395776406912561640e+01,6.351360184257910587e+05
8.140370333711202022e+01,6.081020255063766200e+01,7.488166345646221089e+03,2.395308368264513987e+01,6.361056238448974909e+05
8.143854510962610505e+01,6.078519629907476940e+01,7.487780148753117828e+03,2.394840092082090877e+01,6.370763444727049209e+05
8.147338867917270022e+01,6.076019004751188390e+01,7.487392628253231123e+03,2.394371576993644268e+01,6.380481796321384609e+05
8.150823405209706607e+01,6.073518379594899130e+01,7.487003779680079788e+03,2.393902821623671429e+01,6.390211286329743452e+05
8.154308123476722869e+01,6.071017754438609870e+01,7.486613598552596159e+03,2.393433824592797876e+01,6.399951907717685681e+05
8.157793023357399420e+01,6.068517129282320610e+01,7.486222080375084261e+03,2.392964584517769566e+01,6.409703653317786520e+05
8.161278105493109081e+01,6.066016504126032061e+01,7.485829220637176149e+03,2.392495100011440101e+01,6.419466515828918200e+05
8.164763370527521147e+01,6.063515878969742801e+01,7.485435014813784619e+03,2.392025369682760072e+01,6.429240487815509550e+05
8.168248819106614178e+01,6.061015253813453540e+01,7.485039458365059545e+03,2.391555392136761427e+01,6.439025561706750887e+05
8.171734451878677419e+01,6.058514628657164280e+01,7.484642546736345139e+03,2.391085165974552140e+01,6.448821729795872234e+05
8.175220269494327852e+01,6.056014003500875731e+01,7.484244275358136292e+03,2.390614689793299874e+01,6.458628984239372658e+05
8.178706272606514460e+01,6.053513378344586471e+01,7.483844639646024916e+03,2.390143962186219184e+01,6.468447317056240281e+05
8.182192461870526756e+01,6.051012753188297211e+01,7.483443635000667200e+03,2.389672981742563707e+01,6.478276720127216540e+05
8.185678837944001884e+01,6.048512128032008661e+01,7.483041256807729951e+03,2.389201747047613367e+01,6.488117185194025515e+05
8.189165401486937412e+01,6.046011502875719401e+01,7.482637500437850576e+03,2.388730256682658393e+01,6.497968703858531080e+05
8.192652153161697015e+01,6.043510877719430141e+01,7.482232361246586152e+03,2.388258509224993276e+01,6.507831267582081491e+05
8.196139093633019002e+01,6.041010252563140881e+01,7.481825834574373403e+03,2.387786503247901138e+01,6.517704867684622295e+05
8.199626223568027683e+01,6.038509627406852331e+01,7.481417915746482322e+03,2.387314237320642007e+01,6.527589495343975723e+05
8.203113543636240479e+01,6.036009002250563071e+01,7.481008600072964327e+03,2.386841710008442874e+01,6.537485141595022287e+05
8.206601054509576443e+01,6.033508377094273811e+01,7.480597882848616791e+03,2.386368919872483119e+01,6.547391797328939429e+05
8.210088756862363368e+01,6.031007751937984551e+01,7.480185759352931200e+03,2.385895865469885635e+01,6.557309453292385442e+05
8.213576651371352000e+01,6.028507126781696002e+01,7.479772224850042221e+03,2.385422545353700130e+01,6.567238100086717168e+05
8.217064738715721717e+01,6.026006501625406742e+01,7.479357274588695873e+03,2.384948958072896730e+01,6.577177728167192545e+05
8.220553019577089060e+01,6.023505876469117482e+01,7.478940903802187677e+03,2.384475102172348215e+01,6.587128327842148719e+05
8.224041494639514838e+01,6.021005251312828221e+01,7.478523107708327188e+03,2.384000976192822918e+01,6.597089889272231376e+05
8.227530164589518336e+01,6.018504626156539672e+01,7.478103881509386156e+03,2.383526578670968377e+01,6.607062402469551889e+05
8.231019030116083002e+01,6.016004001000250412e+01,7.477683220392054864e+03,2.383051908139303166e+01,6.617045857296901522e+05
8.234508091910667815e+01,6.013503375843961152e+01,7.477261119527393930e+03,2.382576963126200198e+01,6.627040243466924876e+05
8.237997350667210128e+01,6.011002750687671892e+01,7.476837574070786104e+03,2.382101742155877844e+01,6.637045550541284028e+05
8.241486807082144139e+01,6.008502125531383342e+01,7.476412579161895337e+03,2.381626243748387850e+01,6.647061767929896014e+05
8.244976461854406580e+01,6.006001500375094082e+01,7.475986129924612214e+03,2.381150466419600065e+01,6.657088884890029440e+05
8.248466315685439554e+01,6.003500875218804822e+01,7.475558221467011208e+03,2.380674408681192844e+01,6.667126890525517520e+05
8.251956369279209014e+01,6.001000250062516272e+01,7.475128848881305203e+03,2.380198069040639908e+01,6.677175773785945494e+05
8.255446623342210444e+01,5.998499624906227012e+01,7.474698007243791835e+03,2.379721446001197549e+01,6.687235523465786828e+05
8.258937078583477387e+01,5.995998999749937752e+01,7.474265691614812567e+03,2.379244538061891845e+01,6.697306128203552216e+05
8.262427735714589971e+01,5.993498374593648492e+01,7.473831897038701754e+03,2.378767343717508709e+01,6.707387576480983989e+05
