nodenumber     x-coordinate     y-coordinate     z-coordinate     y-coordinate pressure-coefficient 
      2360  1.410751581E+00  3.152177036E-01 -8.645097017E-01  3.152177036E-01  1.044410348E+00 
      2361 -1.619559407E+00  1.653686404E+00 -8.642686605E-01  1.653686404E+00  2.066297829E-01 
      2362  1.619559407E+00  1.653686404E+00 -8.642686605E-01  1.653686404E+00  1.738126576E-01 
      2363  7.935690880E-01  1.556244344E-01 -8.640885353E-01  1.556244344E-01  1.472225428E+00 
      2364  1.435056329E+00  2.122487545E+00 -8.635153174E-01  2.122487545E+00  3.280752106E-03 
      2365 -5.840296745E-01  3.218235016E+00 -8.632261157E-01  3.218235016E+00  1.400605589E-02 
      2366 -1.537331343E+00  1.909076452E+00 -8.630612493E-01  1.909076452E+00  6.571194623E-03 
      2367  1.347244740E+00  2.939150929E-01 -8.624274731E-01  2.939150929E-01  1.197848678E+00 
      2368  1.385719895E+00  2.225453854E+00 -8.619509935E-01  2.225453854E+00  3.626512131E-03 
      2369 -1.346165895E+00  2.934281528E-01 -8.617368937E-01  2.934281528E-01  1.210763454E+00 
      2370 -1.122908711E+00  2.726273060E+00 -8.616381288E-01  2.726273060E+00  1.086568274E-02 
      2371  1.584847808E+00  1.810317397E+00 -8.615119457E-01  1.810317397E+00  1.216154825E-02 
      2372  9.427068233E-01  2.891956329E+00 -8.614902496E-01  2.891956329E+00  1.073326636E-02 
      2373 -1.453454971E+00  2.087271929E+00 -8.611149192E-01  2.087271929E+00  2.115746029E-03 
      2374 -1.531640410E+00  7.299816608E-01 -8.606935143E-01  7.299816608E-01  3.144371137E-02 
      2375  4.260483682E-01  3.430324316E+00 -8.605583906E-01  3.430324316E+00  1.484821457E-02 
      2376 -1.334932089E+00  1.292403936E+00 -8.603847027E-01  1.292403936E+00  2.115087807E-01 
      2377 -9.260548353E-01  2.901818752E+00 -8.601616621E-01  2.901818752E+00  1.162268221E-02 
      2378 -1.217613101E+00  2.556488991E+00 -8.599136472E-01  2.556488991E+00  1.001511235E-02 
      2379  1.039597511E+00  2.837520838E+00 -8.598944545E-01  2.837520838E+00  1.131381467E-02 
      2380 -8.618117571E-01  2.925324917E+00 -8.597820997E-01  2.925324917E+00  1.275307406E-02 
      2381 -1.472924113E+00  3.432038724E-01 -8.596383333E-01  3.432038724E-01  8.029332161E-01 
      2382  1.472924113E+00  3.432038724E-01 -8.596383333E-01  3.432038724E-01  7.879875898E-01 
      2383 -7.618929148E-01  2.983465195E+00 -8.591546416E-01  2.983465195E+00  1.414031908E-02 
      2384 -1.533899069E+00  1.622384667E+00 -8.588235378E-01  1.622384667E+00  2.711742520E-01 
      2385  1.533899069E+00  1.622384667E+00 -8.588235378E-01  1.622384667E+00  2.272562385E-01 
      2386 -5.526997447E-01  3.275292873E+00 -8.582102060E-01  3.275292873E+00  1.405146439E-02 
      2387  1.533859372E+00  7.381885648E-01 -8.527219892E-01  7.381885648E-01  2.703385241E-02 
      2388  1.110222697E+00  2.759566307E+00 -8.519037962E-01  2.759566307E+00  1.250265073E-02 
      2389  1.387209654E+00  1.179667354E+00 -8.517614007E-01  1.179667354E+00  2.179576010E-01 
      2390 -1.273417592E+00  2.688154280E-01 -8.517538905E-01  2.688154280E-01  1.292692304E+00 
      2391  1.010466337E+00  2.880724192E+00 -8.513702750E-01  2.880724192E+00  1.044717152E-02 
      2392 -3.001100123E-01  3.564284086E+00 -8.506328464E-01  3.564284086E+00  1.535287406E-02 
      2393  7.278026938E-01  3.038895607E+00 -8.502578139E-01  3.038895607E+00  1.246197242E-02 
      2394  9.259992838E-01  1.789113432E-01 -8.489512205E-01  1.789113432E-01  1.448683500E+00 
      2395  6.513774395E-01  3.143414736E+00 -8.488915563E-01  3.143414736E+00  1.242341194E-02 
      2396 -1.587292671E+00  5.299999714E-01 -8.488237858E-01  5.299999714E-01  1.059604287E-01 
      2397  1.587292671E+00  5.299999714E-01 -8.488237858E-01  5.299999714E-01  8.986283094E-02 
      2398  1.218566060E+00  2.567698717E+00 -8.487329483E-01  2.567698717E+00  1.210748497E-02 
      2399  1.469821215E+00  2.068294525E+00 -8.486016989E-01  2.068294525E+00  3.955391701E-03 
      2400  5.661896467E-01  3.277298689E+00 -8.484595418E-01  3.277298689E+00  1.335350424E-02 
      2401 -6.504032016E-01  3.147755146E+00 -8.476219773E-01  3.147755146E+00  1.372578274E-02 
      2402  8.513923287E-01  2.969857693E+00 -8.459911346E-01  2.969857693E+00  1.117244177E-02 
      2403  7.905211449E-01  3.000274420E+00 -8.459306359E-01  3.000274420E+00  1.167977881E-02 
      2404 -1.524618626E+00  3.781606257E-01 -8.458532691E-01  3.781606257E-01  5.292053819E-01 
      2405  1.524618626E+00  3.781606257E-01 -8.458532691E-01  3.781606257E-01  5.301663280E-01 
      2406  1.422633410E+00  2.169516802E+00 -8.456360102E-01  2.169516802E+00  2.785885939E-03 
      2407 -1.188832641E+00  2.626575947E+00 -8.453904986E-01  2.626575947E+00  1.109149028E-02 
      2408 -7.111005783E-01  3.071098328E+00 -8.447242975E-01  3.071098328E+00  1.361943781E-02 
      2409 -1.022127271E+00  2.885483265E+00 -8.446256518E-01  2.885483265E+00  1.090574730E-02 
      2410  1.254148006E+00  1.488248229E+00 -8.444359303E-01  1.488248229E+00  2.411581725E-01 
      2411 -1.254492402E+00  1.488263249E+00 -8.439129591E-01  1.488263249E+00  2.296960205E-01 
      2412  1.538595080E+00  1.929684758E+00 -8.438853621E-01  1.929684758E+00  7.100749761E-03 
      2413  1.284778833E+00  2.705778182E-01 -8.434047103E-01  2.705778182E-01  1.277840257E+00 
      2414  1.514423132E+00  8.254933357E-01 -8.430663943E-01  8.254933357E-01  2.434568666E-02 
      2415  9.193195701E-01  2.954076767E+00 -8.424103260E-01  2.954076767E+00  1.042645331E-02 
      2416 -1.651388526E+00  1.692802787E+00 -8.420442939E-01  1.692802787E+00  1.013005525E-01 
      2417 -1.096856475E+00  2.794328690E+00 -8.416475654E-01  2.794328690E+00  1.137697231E-02 
      2418 -1.091821432E+00  2.159931958E-01 -8.397688270E-01  2.159931958E-01  1.400320888E+00 
      2419 -8.305274844E-01  2.997143984E+00 -8.396394253E-01  2.997143984E+00  1.195394620E-02 
      2420 -1.281036377E+00  2.459744692E+00 -8.394610286E-01  2.459744692E+00  8.567478508E-03 
      2421  1.342804909E+00  2.339074135E+00 -8.389624357E-01  2.339074135E+00  6.082681008E-03 
      2422 -9.085345268E-01  2.970481873E+00 -8.380056620E-01  2.970481873E+00  1.080906950E-02 
      2423 -1.362944722E+00  2.300716639E+00 -8.373267055E-01  2.300716639E+00  3.281830810E-03 
      2424  1.565494061E+00  6.499559283E-01 -8.369516134E-01  6.499559283E-01  3.033857234E-02 
      2425 -1.564533710E+00  4.232548475E-01 -8.366639018E-01  4.232548475E-01  3.377343416E-01 
      2426  1.564533710E+00  4.232548475E-01 -8.366639018E-01  4.232548475E-01  3.194690645E-01 
      2427  1.264972568E+00  2.494160652E+00 -8.364538550E-01  2.494160652E+00  1.100370567E-02 
      2428 -1.316547394E+00  2.394676208E+00 -8.358800411E-01  2.394676208E+00  6.381802727E-03 
      2429 -1.564829588E+00  6.560025811E-01 -8.353676200E-01  6.560025811E-01  3.765170649E-02 
      2430  9.927904606E-01  2.930687189E+00 -8.351467252E-01  2.930687189E+00  1.098941546E-02 
      2431  1.655373096E+00  1.692804456E+00 -8.351316452E-01  1.692804456E+00  8.316276968E-02 
      2432  1.189713359E+00  2.636790037E+00 -8.351039886E-01  2.636790037E+00  1.294054929E-02 
      2433 -1.460627317E+00  1.591638684E+00 -8.346521854E-01  1.591638684E+00  2.609736025E-01 
      2434  1.460627317E+00  1.591638684E+00 -8.346521854E-01  1.591638684E+00  2.310782820E-01 
      2435 -9.808285236E-01  2.941231251E+00 -8.344390392E-01  2.941231251E+00  1.015640143E-02 
      2436  1.305107236E+00  2.418932438E+00 -8.343291879E-01  2.418932438E+00  8.864318021E-03 
      2437  3.698037565E-01  3.542542934E+00 -8.335801363E-01  3.542542934E+00  1.390553080E-02 
      2438 -5.154200792E-01  3.382047892E+00 -8.332136273E-01  3.382047892E+00  1.279049739E-02 
      2439  1.436339498E+00  1.081121445E+00 -8.322814107E-01  1.081121445E+00  1.033830792E-01 
      2440 -6.955415606E-01  3.120455265E+00 -8.321921229E-01  3.120455265E+00  1.310038473E-02 
      2441  1.084500551E+00  2.826171637E+00 -8.321665525E-01  2.826171637E+00  1.361917052E-02 
      2442 -1.430909514E+00  2.168603659E+00 -8.321273923E-01  2.168603659E+00  1.395237632E-03 
      2443  7.237260342E-01  3.091149569E+00 -8.318482041E-01  3.091149569E+00  1.116606500E-02 
      2444 -1.160237312E+00  2.694213390E+00 -8.316479325E-01  2.694213390E+00  1.205867622E-02 
      2445 -5.555702448E-01  3.329999924E+00 -8.314695954E-01  3.329999924E+00  1.269053016E-02 
      2446  5.555702448E-01  3.329999924E+00 -8.314695954E-01  3.329999924E+00  1.265323628E-02 
      2447  1.293182731E+00  1.425579071E+00 -8.313734531E-01  1.425579071E+00  2.366405278E-01 
      2448  6.373249292E-01  3.205681562E+00 -8.305780292E-01  3.205681562E+00  1.174071338E-02 
      2449 -7.686360478E-01  3.058065653E+00 -8.303568959E-01  3.058065653E+00  1.229503565E-02 
      2450 -6.366657615E-01  3.208583593E+00 -8.297190070E-01  3.208583593E+00  1.247395761E-02 
      2451  6.125146896E-02  3.707869768E+00 -8.289443851E-01  3.707869768E+00  1.673528180E-02 
      2452 -9.511348605E-02  3.702117682E+00 -8.288052678E-01  3.702117682E+00  1.655481942E-02 
      2453  6.980490685E-01  3.125998497E+00 -8.287940025E-01  3.125998497E+00  1.141872257E-02 
      2454 -1.593734503E+00  1.831751943E+00 -8.284471035E-01  1.831751943E+00  8.941625245E-03 
      2455  8.312977552E-01  3.031590223E+00 -8.273346424E-01  3.031590223E+00  1.042758767E-02 
      2456 -1.293294787E+00  1.431851983E+00 -8.265641332E-01  1.431851983E+00  2.276134789E-01 
      2457  7.780107260E-01  3.074709654E+00 -8.220208883E-01  3.074709654E+00  1.063423511E-02 
      2458 -1.070412159E+00  2.862134218E+00 -8.213561773E-01  2.862134218E+00  1.320722513E-02 
      2459  1.207129359E+00  2.434075028E-01 -8.211327195E-01  2.434075028E-01  1.340003848E+00 
      2460 -1.595183134E+00  4.751586020E-01 -8.199629188E-01  4.751586020E-01  2.086976320E-01 
      2461  1.595183134E+00  4.751586020E-01 -8.199629188E-01  4.751586020E-01  1.830766350E-01 
      2462  5.130915046E-01  3.416047573E+00 -8.185757399E-01  3.416047573E+00  1.215694193E-02 
      2463  8.963112831E-01  3.028371334E+00 -8.182988763E-01  3.028371334E+00  1.022872608E-02 
      2464  1.143352628E+00  2.739706039E+00 -8.181133270E-01  2.739706039E+00  1.419846341E-02 
      2465 -1.525652170E+00  8.342092037E-01 -8.178069592E-01  8.342092037E-01  2.605990134E-02 
      2466 -1.590791225E+00  5.867113471E-01 -8.177053928E-01  5.867113471E-01  5.056384951E-02 
      2467  1.590791225E+00  5.867113471E-01 -8.177053928E-01  5.867113471E-01  4.560609534E-02 
      2468 -4.287382588E-02  7.507444173E-02 -8.174323440E-01  7.507444173E-02  1.493738651E+00 
      2469  1.385693550E+00  2.973425686E-01 -8.170213103E-01  2.973425686E-01  1.181338310E+00 
      2470 -1.291382551E+00  1.528348327E+00 -8.167909980E-01  1.528348327E+00  2.348092794E-01 
      2471  1.291382551E+00  1.528348327E+00 -8.167909980E-01  1.528348327E+00  2.370453626E-01 
      2472 -1.538422227E+00  1.962990403E+00 -8.166077733E-01  1.962990403E+00  4.748620559E-03 
      2473  1.334335685E+00  1.356598020E+00 -8.163089752E-01  1.356598020E+00  2.307518125E-01 
      2474 -1.381335497E+00  1.559790492E+00 -8.154908419E-01  1.559790492E+00  2.460370064E-01 
      2475  1.381335497E+00  1.559790492E+00 -8.154908419E-01  1.559790492E+00  2.331866771E-01 
      2476  9.718016982E-01  2.989876270E+00 -8.154685497E-01  2.989876270E+00  1.185930148E-02 
      2477 -1.429180145E+00  1.127195835E+00 -8.150799274E-01  1.127195835E+00  1.409521550E-01 
      2478 -1.136945963E+00  2.754618645E+00 -8.149400949E-01  2.754618645E+00  1.334524900E-02 
      2479  6.878269315E-01  3.171994925E+00 -8.149003386E-01  3.171994925E+00  1.107383799E-02 
      2480 -2.438780814E-01  3.670978069E+00 -8.146649003E-01  3.670978069E+00  1.405886561E-02 
      2481 -1.266643882E+00  2.516464949E+00 -8.144171238E-01  2.516464949E+00  9.955964983E-03 
      2482 -1.334590793E+00  1.358730793E+00 -8.143321872E-01  1.358730793E+00  2.226270586E-01 
      2483 -7.392675281E-01  3.123214960E+00 -8.143149018E-01  3.123214960E+00  1.186455507E-02 
      2484 -4.978971183E-01  3.445411205E+00 -8.137723804E-01  3.445411205E+00  1.122044679E-02 
      2485  1.108647585E+00  2.152154744E-01 -8.133401871E-01  2.152154744E-01  1.392365098E+00 
      2486  1.621493578E+00  1.791893840E+00 -8.128247857E-01  1.791893840E+00  1.210532431E-02 
      2487 -8.834065795E-01  3.048529387E+00 -8.128069639E-01  3.048529387E+00  1.062527485E-02 
      2488 -8.254916668E-01  3.074399233E+00 -8.127666712E-01  3.074399233E+00  1.065748185E-02 
      2489  1.058419585E+00  2.892455101E+00 -8.121539354E-01  2.892455101E+00  1.337990724E-02 
      2490  6.231195927E-01  3.267876625E+00 -8.120653033E-01  3.267876625E+00  1.138728671E-02 
      2491 -6.227850914E-01  3.269332170E+00 -8.116293550E-01  3.269332170E+00  1.197014097E-02 
      2492 -3.926024735E-01  3.566090107E+00 -8.111757040E-01  3.566090107E+00  1.166323759E-02 
      2493 -1.650185704E+00  1.653675079E+00 -8.111664653E-01  1.653675079E+00  2.130388916E-01 
      2494  1.650185704E+00  1.653675079E+00 -8.111664653E-01  1.653675079E+00  1.798937172E-01 
      2495  1.478307366E+00  9.973384738E-01 -8.100024462E-01  9.973384738E-01  1.904376037E-02 
      2496 -1.379692793E+00  2.937511206E-01 -8.086519837E-01  2.937511206E-01  1.210229874E+00 
      2497  7.346216440E-01  3.141938448E+00 -8.085989356E-01  3.141938448E+00  1.051034406E-02 
      2498 -1.443604469E+00  3.152177036E-01 -8.084573746E-01  3.152177036E-01  1.060978889E+00 
      2499  1.443604469E+00  3.152177036E-01 -8.084573746E-01  3.152177036E-01  1.042502522E+00 
      2500 -5.267712474E-01  1.045474410E-01 -8.077802062E-01  1.045474410E-01  1.532735944E+00 
      2501 -9.520192742E-01  3.021998644E+00 -8.076271415E-01  3.021998644E+00  1.151691936E-02 
      2502  1.591486573E+00  1.862975597E+00 -8.066253066E-01  1.862975597E+00  8.383738808E-03 
      2503  1.395105362E+00  2.273263454E+00 -8.054645061E-01  2.273263454E+00  3.546391381E-03 
      2504 -1.411586285E+00  2.239829540E+00 -8.053829074E-01  2.239829540E+00  1.308794017E-03 
      2505  3.611999452E-01  8.731171489E-02 -8.048084974E-01  8.731171489E-02  1.527884841E+00 
      2506  3.072186410E-01  3.649468660E+00 -8.045736551E-01  3.649468660E+00  1.269940194E-02 
      2507 -6.997315288E-01  3.186007261E+00 -8.039511442E-01  3.186007261E+00  1.146512292E-02 
      2508  8.421245813E-01  3.092555285E+00 -8.031118512E-01  3.092555285E+00  9.973778389E-03 
      2509 -1.645267010E+00  1.754111052E+00 -8.024601340E-01  1.754111052E+00  1.762279496E-02 
      2510  6.745302677E-01  3.218130827E+00 -8.022404909E-01  3.218130827E+00  1.093424298E-02 
      2511 -1.514326334E+00  2.031925678E+00 -8.013256788E-01  2.031925678E+00  2.906217473E-03 
      2512 -1.043551922E+00  2.929669857E+00 -8.007455468E-01  2.929669857E+00  1.291566435E-02 
      2513 -1.499510169E+00  3.392952681E-01 -8.006900549E-01  3.392952681E-01  8.168314099E-01 
      2514  1.465110183E+00  2.135785580E+00 -8.002445102E-01  2.135785580E+00  2.693338552E-03 
      2515  4.673815370E-01  3.509259462E+00 -8.002415895E-01  3.509259462E+00  1.124852803E-02 
      2516 -7.955621481E-01  3.124933243E+00 -7.995924354E-01  3.124933243E+00  1.038764324E-02 
      2517 -1.236452579E+00  2.591220617E+00 -7.991101146E-01  2.591220617E+00  1.214248314E-02 
      2518 -1.383022666E+00  1.268122673E+00 -7.984842658E-01  1.268122673E+00  2.177210003E-01 
      2519 -1.115810752E+00  2.810625792E+00 -7.979590893E-01  2.810625792E+00  1.450848486E-02 
      2520  1.569114089E+00  7.154395580E-01 -7.978959084E-01  7.154395580E-01  2.835318819E-02 
      2521  1.123561978E+00  2.797957897E+00 -7.972246408E-01  2.797957897E+00  1.539776661E-02 
      2522  1.528185725E+00  2.007915497E+00 -7.970942855E-01  2.007915497E+00  4.592910875E-03 
      2523 -1.614060163E+00  5.299999714E-01 -7.967494726E-01  5.299999714E-01  9.903689474E-02 
      2524  1.614060163E+00  5.299999714E-01 -7.967494726E-01  5.299999714E-01  1.008275896E-01 
      2525  1.504840970E+00  3.409766555E-01 -7.958230376E-01  3.409766555E-01  7.989775538E-01 
      2526  1.183302522E+00  2.693376303E+00 -7.956111431E-01  2.693376303E+00  1.447383408E-02 
      2527 -6.653437018E-01  3.246932030E+00 -7.947508097E-01  3.246932030E+00  1.075875200E-02 
      2528 -6.087614298E-01  3.329999924E+00 -7.933533192E-01  3.329999924E+00  1.101129781E-02 
      2529  6.087614298E-01  3.329999924E+00 -7.933533192E-01  3.329999924E+00  1.088422444E-02 
      2530  1.515548110E+00  9.104962945E-01 -7.931626439E-01  9.104962945E-01  2.145717666E-02 
      2531  9.534122348E-01  3.051999092E+00 -7.926501036E-01  3.051999092E+00  1.237456314E-02 
      2532 -1.568167210E+00  7.291944027E-01 -7.926049829E-01  7.291944027E-01  3.043546900E-02 
      2533  7.225568891E-01  3.193294048E+00 -7.924795747E-01  3.193294048E+00  1.007963438E-02 
      2534  1.341449022E+00  2.782877684E-01 -7.922501564E-01  2.782877684E-01  1.250670552E+00 
      2535 -1.305848360E+00  2.671184838E-01 -7.921326160E-01  2.671184838E-01  1.288802981E+00 
      2536  1.031958699E+00  2.958398104E+00 -7.918497920E-01  2.958398104E+00  1.460905280E-02 
      2537 -8.578196764E-01  3.118232965E+00 -7.902454734E-01  3.118232965E+00  1.029403508E-02 
      2538 -1.556130886E+00  3.800682127E-01 -7.900070548E-01  3.800682127E-01  5.348839760E-01 
      2539  1.556130886E+00  3.800682127E-01 -7.900070548E-01  3.800682127E-01  5.323932767E-01 
      2540  7.872111797E-01  3.156069040E+00 -7.894765139E-01  3.156069040E+00  9.711178020E-03 
      2541 -7.629695535E-01  3.170857668E+00 -7.894557118E-01  3.170857668E+00  1.059878338E-02 
      2542  1.388678432E+00  1.269988298E+00 -7.872473001E-01  1.269988298E+00  2.271888554E-01 
      2543  1.955856979E-01  3.745646954E+00 -7.867971063E-01  3.745646954E+00  1.303051878E-02 
      2544 -1.508430362E+00  1.598703980E+00 -7.865729928E-01  1.598703980E+00  2.746182680E-01 
      2545  1.508430362E+00  1.598703980E+00 -7.865729928E-01  1.598703980E+00  2.343988866E-01 
      2546  1.290969491E+00  1.489371181E+00 -7.860995531E-01  1.489371181E+00  2.343777865E-01 
      2547 -1.291253686E+00  1.489375591E+00 -7.856287360E-01  1.489375591E+00  2.365668565E-01 
      2548 -4.724965692E-01  3.531941175E+00 -7.855350971E-01  3.531941175E+00  1.001232490E-02 
      2549  1.592190146E+00  6.492066383E-01 -7.853499651E-01  6.492066383E-01  3.435163572E-02 
      2550  1.591042519E+00  4.232662022E-01 -7.850968242E-01  4.232662022E-01  3.423455656E-01 
      2551 -1.174074650E+00  2.722270012E+00 -7.847368717E-01  2.722270012E+00  1.436956413E-02 
      2552 -1.205971837E+00  2.664371967E+00 -7.845331430E-01  2.664371967E+00  1.392578334E-02 
      2553  1.100431442E+00  2.853309870E+00 -7.833658457E-01  2.853309870E+00  1.616644301E-02 
