nodenumber     x-coordinate     y-coordinate     z-coordinate     y-coordinate pressure-coefficient 
      4873 -1.035140038E+00  3.249007225E+00  2.705319226E-01  3.249007225E+00  8.874774911E-03 
      4874  1.173061013E+00  2.881330490E+00  2.707613707E-01  2.881330490E+00  2.202457935E-02 
      4875  1.238209009E+00  2.687490463E+00  2.708829343E-01  2.687490463E+00  2.658235468E-02 
      4876  1.683545232E+00  1.020414114E+00  2.714643478E-01  1.020414114E+00  2.904556133E-02 
      4877 -6.555243731E-01  3.913980961E+00  2.715270817E-01  3.913980961E+00  8.474723436E-03 
      4878  1.102562189E+00  3.078283310E+00  2.723037601E-01  3.078283310E+00  1.568347774E-02 
      4879  6.589891911E-01  3.909083366E+00  2.729622722E-01  3.909083366E+00  9.124928154E-03 
      4880 -1.185973048E+00  2.846331835E+00  2.730759978E-01  2.846331835E+00  2.140751667E-02 
      4881 -1.333572984E+00  2.384634972E+00  2.731377482E-01  2.384634972E+00  3.177839518E-02 
      4882 -1.299451947E+00  2.496940613E+00  2.731978595E-01  2.496940613E+00  3.124427050E-02 
      4883  1.414779663E+00  2.369434536E-01  2.733995616E-01  2.369434536E-01  1.329226971E+00 
      4884 -3.256796896E-01  4.212779999E+00  2.741207480E-01  4.212779999E+00  2.113123238E-02 
      4885  1.737324119E+00  7.667791843E-01  2.741904259E-01  7.667791843E-01  2.816836163E-02 
      4886 -1.205945253E+00  2.788842678E+00  2.742778063E-01  2.788842678E+00  2.340774238E-02 
      4887 -1.374680638E+00  2.246707916E+00  2.744404674E-01  2.246707916E+00  3.048422746E-02 
      4888 -1.698180079E+00  9.547553658E-01  2.744606137E-01  9.547553658E-01  2.636296116E-02 
      4889 -1.395353198E+00  2.174785614E+00  2.745031118E-01  2.174785614E+00  3.144293651E-02 
      4890  1.316307902E+00  2.445390463E+00  2.759876251E-01  2.445390463E+00  2.697304636E-02 
      4891  1.380550265E+00  2.228462696E+00  2.760757804E-01  2.228462696E+00  2.749020979E-02 
      4892 -1.606212378E+00  1.366022468E+00  2.771057785E-01  1.366022468E+00  2.746111900E-02 
      4893  1.265007615E+00  2.611938238E+00  2.773432136E-01  2.611938238E+00  2.739875391E-02 
      4894  1.777078152E+00  5.514050722E-01  2.787212133E-01  5.514050722E-01  8.639615774E-02 
      4895  1.727527738E+00  8.182098269E-01  2.791562676E-01  8.182098269E-01  2.807685547E-02 
      4896  1.148980975E+00  2.958689451E+00  2.796096802E-01  2.958689451E+00  1.942737214E-02 
      4897  1.052383065E+00  3.213139296E+00  2.801540792E-01  3.213139296E+00  1.089623291E-02 
      4898 -1.568911791E+00  2.916725874E-01  2.801720798E-01  2.916725874E-01  1.189809084E+00 
      4899 -4.110114276E-01  4.153458595E+00  2.803944349E-01  4.153458595E+00  1.062700432E-02 
      4900  1.774762034E+00  4.909300208E-01  2.806248069E-01  4.909300208E-01  1.600687653E-01 
      4901 -1.679751754E+00  3.414831758E-01  2.806373537E-01  3.414831758E-01  7.908921242E-01 
      4902  1.726394892E+00  3.848829567E-01  2.813176811E-01  3.848829567E-01  4.880204797E-01 
      4903  1.671465397E+00  1.086289644E+00  2.836747468E-01  1.086289644E+00  2.823997103E-02 
      4904 -1.712298512E+00  8.960363269E-01  2.841285467E-01  8.960363269E-01  2.630970441E-02 
      4905  1.509960294E+00  1.764520884E+00  2.843447030E-01  1.764520884E+00  3.768795729E-02 
      4906 -1.725968838E+00  8.304513097E-01  2.846362293E-01  8.304513097E-01  2.622228116E-02 
      4907  1.716232657E+00  8.777441978E-01  2.847637236E-01  8.777441978E-01  2.848571725E-02 
      4908  1.361414194E+00  2.306196213E+00  2.850027680E-01  2.306196213E+00  2.652375400E-02 
      4909 -1.739389062E+00  7.648001313E-01  2.850593030E-01  7.648001313E-01  2.865415625E-02 
      4910  1.564334393E+00  2.903068960E-01  2.852047682E-01  2.903068960E-01  1.188566327E+00 
      4911  1.050148129E+00  1.335740387E-01  2.855053246E-01  1.335740387E-01  1.533017159E+00 
      4912 -5.122995377E-01  4.064391613E+00  2.858501971E-01  4.064391613E+00  6.706871558E-03 
      4913 -1.752241135E+00  7.011980414E-01  2.859684825E-01  7.011980414E-01  3.225534409E-02 
      4914  1.403931856E+00  2.159989119E+00  2.861544788E-01  2.159989119E+00  2.811866626E-02 
      4915  1.498320222E+00  1.811979890E+00  2.862317562E-01  1.811979890E+00  3.717016056E-02 
      4916 -8.511908650E-01  3.633970022E+00  2.863755822E-01  3.633970022E+00  4.592740443E-03 
      4917 -1.764856577E+00  6.375284791E-01  2.868111432E-01  6.375284791E-01  4.349726066E-02 
      4918 -1.276766300E+00  2.588317633E+00  2.878816426E-01  2.588317633E+00  2.895144932E-02 
      4919 -6.958081126E-01  3.856221676E+00  2.882131636E-01  3.856221676E+00  9.183965623E-03 
      4920  2.174934605E-03  4.297325611E+00  2.883370519E-01  4.297325611E+00  5.360202864E-02 
      4921  1.764810324E+00  6.391872764E-01  2.883995771E-01  6.391872764E-01  4.477017000E-02 
      4922  7.018016577E-01  3.847473621E+00  2.906957567E-01  3.847473621E+00  1.062272210E-02 
      4923 -1.058419824E+00  3.205968142E+00  2.907905877E-01  3.205968142E+00  9.715243243E-03 
      4924  1.424692512E+00  2.093015432E+00  2.911881208E-01  2.093015432E+00  2.920860797E-02 
      4925  1.463206768E+00  1.952841282E+00  2.918779850E-01  1.952841282E+00  3.246007115E-02 
      4926  1.220782995E+00  2.766849995E+00  2.930481732E-01  2.766849995E+00  2.383362874E-02 
      4927 -1.440038443E+00  2.041392803E+00  2.939435244E-01  2.041392803E+00  3.328065574E-02 
      4928 -5.718081594E-01  4.619360343E-02  2.943535149E-01  4.619360343E-02  1.522562623E+00 
      4929 -1.338667035E+00  2.138933390E-01  2.953983843E-01  2.138933390E-01  1.367908478E+00 
      4930 -1.473501444E+00  1.920066714E+00  2.957751751E-01  1.920066714E+00  3.718972206E-02 
      4931 -1.572605610E+00  1.531243324E+00  2.968389988E-01  1.531243324E+00  3.168287873E-02 
      4932  1.604875565E+00  1.396237016E+00  2.970623672E-01  1.396237016E+00  2.987621352E-02 
      4933 -1.775297403E+00  5.300005674E-01  2.971855402E-01  5.300005674E-01  1.068278253E-01 
      4934 -1.588947892E+00  1.464039564E+00  2.973793745E-01  1.464039564E+00  2.709068544E-02 
      4935 -9.847555161E-01  3.379654169E+00  2.976389527E-01  3.379654169E+00  5.165360868E-03 
      4936  1.752062201E+00  7.147157788E-01  2.980869412E-01  7.147157788E-01  3.398104385E-02 
      4937  8.573572636E-01  3.622632265E+00  2.984097004E-01  3.622632265E+00  8.425947279E-03 
      4938 -1.749848008E+00  4.250634015E-01  2.984899580E-01  4.250634015E-01  3.485155106E-01 
      4939  1.708344936E+00  9.313834310E-01  2.987600863E-01  9.313834310E-01  2.819862030E-02 
      4940 -1.137690663E+00  3.009495974E+00  2.990559340E-01  3.009495974E+00  1.576998457E-02 
      4941  1.676327586E+00  3.413509130E-01  2.993541360E-01  3.413509130E-01  7.726716995E-01 
      4942  1.773172021E+00  5.784420967E-01  3.001888990E-01  5.784420967E-01  6.725407392E-02 
      4943 -1.773167491E+00  5.784783363E-01  3.002129197E-01  5.784783363E-01  6.792806089E-02 
      4944  1.328969240E+00  2.113047838E-01  3.015525937E-01  2.113047838E-01  1.379222989E+00 
      4945 -8.886755705E-01  3.568956852E+00  3.017864525E-01  3.568956852E+00  4.919482861E-03 
      4946  8.906936049E-01  3.565399170E+00  3.021237552E-01  3.565399170E+00  7.732263301E-03 
      4947 -1.099827886E+00  3.112063169E+00  3.025628030E-01  3.112063169E+00  1.158269960E-02 
      4948  1.589700222E+00  1.469152331E+00  3.028987348E-01  1.469152331E+00  3.227801248E-02 
      4949 -1.499168992E+00  2.679702640E-01  3.040009737E-01  2.679702640E-01  1.273812413E+00 
      4950 -1.254796028E+00  2.678395987E+00  3.040066659E-01  2.678395987E+00  2.564927749E-02 
      4951  1.530382633E+00  1.713636041E+00  3.043341339E-01  1.713636041E+00  3.782086447E-02 
      4952 -7.352884412E-01  3.797844172E+00  3.045664430E-01  3.797844172E+00  9.846769273E-03 
      4953  1.449383020E+00  2.023805141E+00  3.046742380E-01  2.023805141E+00  3.021596745E-02 
      4954 -1.547472119E+00  1.646890044E+00  3.053407073E-01  1.646890044E+00  3.931504861E-02 
      4955 -1.698151231E+00  9.903295040E-01  3.061721027E-01  9.903295040E-01  2.629367262E-02 
      4956  1.087985873E+00  3.145644188E+00  3.068626523E-01  3.145644188E+00  1.250834856E-02 
      4957 -1.495860934E+00  1.852968574E+00  3.071076870E-01  1.852968574E+00  3.775066882E-02 
      4958 -1.514935970E+00  1.779073954E+00  3.071411848E-01  1.779073954E+00  3.961195797E-02 
      4959 -1.354223490E+00  2.363811731E+00  3.075148463E-01  2.363811731E+00  2.881914191E-02 
      4960  7.437605858E-01  3.785083055E+00  3.080757260E-01  3.785083055E+00  1.110785268E-02 
      4961  1.569799304E+00  1.560359597E+00  3.081170619E-01  1.560359597E+00  3.688864410E-02 
      4962  1.303870082E+00  2.530716181E+00  3.083384037E-01  2.530716181E+00  2.558441088E-02 
      4963 -1.019915819E+00  3.307855606E+00  3.084516525E-01  3.307855606E+00  6.325934082E-03 
      4964 -1.321664333E+00  2.473358393E+00  3.085004985E-01  2.473358393E+00  2.974188887E-02 
      4965  2.604630888E-01  4.228634834E+00  3.087452948E-01  4.228634834E+00  4.213736579E-02 
      4966 -1.672266483E+00  1.116744995E+00  3.096743822E-01  1.116744995E+00  2.727581561E-02 
      4967  1.632435560E+00  1.297061324E+00  3.102688193E-01  1.297061324E+00  2.971798182E-02 
      4968  1.490352154E+00  1.879830837E+00  3.105376363E-01  1.879830837E+00  3.387003019E-02 
      4969 -1.535831809E+00  1.702242255E+00  3.105558455E-01  1.702242255E+00  4.045749828E-02 
      4970  1.204080224E+00  2.837729216E+00  3.106295764E-01  2.837729216E+00  2.181702852E-02 
      4971  1.551332116E+00  1.640127063E+00  3.106773496E-01  1.640127063E+00  3.859940916E-02 
      4972  1.136522174E+00  3.024697781E+00  3.109171689E-01  3.024697781E+00  1.603821106E-02 
      4973 -1.338968158E+00  2.422908306E+00  3.126842380E-01  2.422908306E+00  2.924277075E-02 
      4974  1.646509886E+00  1.241630077E+00  3.144880533E-01  1.241630077E+00  2.979805134E-02 
      4975  9.259272814E-01  3.502436876E+00  3.151428103E-01  3.502436876E+00  7.304457482E-03 
      4976 -1.163409114E+00  2.957288742E+00  3.154072165E-01  2.957288742E+00  1.690744795E-02 
      4977 -1.688906431E+00  1.048773766E+00  3.154741526E-01  1.048773766E+00  2.639415674E-02 
      4978  1.494057417E+00  2.670070529E-01  3.155362606E-01  2.670070529E-01  1.261887908E+00 
      4979 -1.659152389E+00  1.188610554E+00  3.168065846E-01  1.188610554E+00  2.748842724E-02 
      4980 -1.237425685E+00  2.751098156E+00  3.189271986E-01  2.751098156E+00  2.316107601E-02 
      4981 -1.642331719E+00  1.268116117E+00  3.189610243E-01  1.268116117E+00  2.606060542E-02 
      4982 -1.465952754E+00  1.987070084E+00  3.191933632E-01  1.987070084E+00  3.299571574E-02 
      4983 -9.532316327E-01  3.451526642E+00  3.197197318E-01  3.451526642E+00  5.099001806E-03 
      4984  9.080742002E-01  1.042107269E-01  3.200592399E-01  1.042107269E-01  1.576806068E+00 
      4985  1.323309422E+00  2.486288786E+00  3.202861547E-01  2.486288786E+00  2.452841774E-02 
      4986 -7.739890814E-01  3.738866568E+00  3.205967844E-01  3.738866568E+00  1.009679772E-02 
      4987  1.666553974E+00  1.161740422E+00  3.207039237E-01  1.161740422E+00  2.881389111E-02 
      4988  1.359652519E+00  2.366970062E+00  3.208284080E-01  2.366970062E+00  2.482458390E-02 
      4989  1.047779202E+00  3.252746820E+00  3.215142787E-01  3.252746820E+00  8.572595194E-03 
      4990 -1.716012716E+00  3.808990717E-01  3.215754628E-01  3.808990717E-01  5.502908230E-01 
      4991 -9.185579419E-01  3.516371489E+00  3.217800856E-01  3.516371489E+00  5.705228541E-03 
      4992  5.645217299E-01  3.990000010E+00  3.222036362E-01  3.990000010E+00  1.021268871E-02 
      4993  1.703766108E+00  9.901606441E-01  3.223264813E-01  9.901606441E-01  2.860003896E-02 
      4994 -1.378371716E+00  2.306046724E+00  3.224144876E-01  2.306046724E+00  2.689652145E-02 
      4995 -1.622776508E+00  3.152177036E-01  3.227903247E-01  3.152177036E-01  1.041379094E+00 
      4996  1.622776508E+00  3.152177036E-01  3.227903247E-01  3.152177036E-01  1.034434438E+00 
      4997  1.768817663E+00  6.190206409E-01  3.228828013E-01  6.190206409E-01  5.657922104E-02 
      4998 -1.768768907E+00  6.195168495E-01  3.231239915E-01  6.195168495E-01  5.548565835E-02 
      4999  1.746887207E+00  7.799642682E-01  3.238279521E-01  7.799642682E-01  3.225297481E-02 
      5000 -1.629493356E+00  1.335140109E+00  3.244888783E-01  1.335140109E+00  2.625821717E-02 
      5001 -5.629164577E-01  3.990000010E+00  3.249999583E-01  3.990000010E+00  1.036495529E-02 
      5002  7.848993540E-01  3.721919537E+00  3.251159489E-01  3.721919537E+00  1.155453268E-02 
      5003  1.186707854E+00  2.904618263E+00  3.252554834E-01  2.904618263E+00  1.956268027E-02 
      5004  9.653521776E-01  3.429264307E+00  3.253489137E-01  3.429264307E+00  7.105669938E-03 
      5005  1.391787410E+00  2.266030788E+00  3.260272741E-01  2.266030788E+00  2.468868904E-02 
      5006 -1.568635106E+00  1.597995877E+00  3.264854848E-01  1.597995877E+00  3.851667047E-02 
      5007 -1.314099073E+00  2.526814222E+00  3.271229267E-01  2.526814222E+00  2.844680101E-02 
      5008 -1.061968505E-01  4.267444134E+00  3.272253573E-01  4.267444134E+00  2.963316627E-02 
      5009 -1.421566367E+00  2.430985868E-01  3.285413384E-01  2.430985868E-01  1.328545213E+00 
      5010  6.629562974E-01  3.873731375E+00  3.286522329E-01  3.873731375E+00  1.176819857E-02 
      5011  1.695020676E+00  1.043956876E+00  3.287274241E-01  1.043956876E+00  2.876628749E-02 
      5012 -1.431494832E+00  2.130642653E+00  3.287484050E-01  2.130642653E+00  2.936508507E-02 
      5013 -1.404767513E+00  2.226050854E+00  3.290110826E-01  2.226050854E+00  2.674364299E-02 
      5014  1.628074408E+00  1.350108147E+00  3.290206492E-01  1.350108147E+00  3.010178171E-02 
      5015 -2.300567627E-01  4.230141163E+00  3.294184506E-01  4.230141163E+00  1.660349034E-02 
      5016 -1.716383934E+00  9.424641132E-01  3.294278383E-01  9.424641132E-01  2.649840899E-02 
      5017  1.752820492E+00  4.441246390E-01  3.306038678E-01  4.441246390E-01  2.635834813E-01 
      5018 -1.053693056E+00  3.245586157E+00  3.313287497E-01  3.245586157E+00  7.857899182E-03 
      5019 -1.763193607E+00  4.777044654E-01  3.320327103E-01  4.777044654E-01  1.850552410E-01 
      5020 -1.596974373E+00  1.494527817E+00  3.341064155E-01  1.494527817E+00  3.176347911E-02 
      5021  1.346916914E+00  2.431816578E+00  3.342059255E-01  2.431816578E+00  2.367117628E-02 
      5022  5.758272409E-01  4.955826327E-02  3.346511126E-01  4.955826327E-02  1.586925030E+00 
      5023  1.413561940E+00  2.205951214E+00  3.349867761E-01  2.205951214E+00  2.523245662E-02 
      5024 -1.194151521E+00  2.895866156E+00  3.351301253E-01  2.895866156E+00  1.818317175E-02 
      5025 -1.732934594E+00  8.726084232E-01  3.353204131E-01  8.726084232E-01  2.916118316E-02 
      5026  1.739719033E+00  8.404159546E-01  3.362029195E-01  8.404159546E-01  3.241068497E-02 
      5027 -8.119339943E-01  3.679307222E+00  3.363140821E-01  3.679307222E+00  1.030254550E-02 
      5028 -1.083430886E+00  3.180697918E+00  3.367552459E-01  3.180697918E+00  9.407037869E-03 
      5029 -1.128381252E+00  3.071356058E+00  3.368673623E-01  3.071356058E+00  1.192324236E-02 
      5030 -1.615264654E+00  1.423569441E+00  3.377043605E-01  1.423569441E+00  2.845867537E-02 
      5031 -1.747150064E+00  8.061681986E-01  3.378156126E-01  8.061681986E-01  3.060708009E-02 
      5032  1.278834701E+00  2.654332876E+00  3.383350670E-01  2.654332876E+00  2.411911078E-02 
      5033  9.969810247E-01  3.370202780E+00  3.384034932E-01  3.370202780E+00  7.460147142E-03 
      5034 -7.721031904E-01  7.970128208E-02  3.388448656E-01  7.970128208E-02  1.493194938E+00 
      5035  1.302055836E+00  2.584837198E+00  3.397315145E-01  2.584837198E+00  2.411576360E-02 
      5036 -1.221879125E+00  2.824772596E+00  3.403533995E-01  2.824772596E+00  2.035354450E-02 
      5037  1.079520702E+00  3.192696571E+00  3.407160044E-01  3.192696571E+00  9.729623795E-03 
      5038  1.206163317E-01  4.256882668E+00  3.407287896E-01  4.256882668E+00  3.305387497E-02 
      5039  1.125525951E+00  3.082124710E+00  3.407739997E-01  3.082124710E+00  1.278123539E-02 
      5040  1.436791539E+00  2.135728121E+00  3.416388631E-01  2.135728121E+00  2.682112157E-02 
      5041  8.252519369E-01  3.657987595E+00  3.418305516E-01  3.657987595E+00  1.247858349E-02 
      5042 -1.561281204E+00  2.934507728E-01  3.425558507E-01  2.934507728E-01  1.189373493E+00 
      5043  1.529422998E+00  1.789298177E+00  3.429595530E-01  1.789298177E+00  3.528586775E-02 
      5044  1.621211529E+00  1.408994079E+00  3.429802060E-01  1.408994079E+00  3.242503852E-02 
      5045  1.453833938E+00  2.077089548E+00  3.432627618E-01  2.077089548E+00  2.771398425E-02 
      5046 -1.710704327E+00  9.995943308E-01  3.435437381E-01  9.995943308E-01  2.525672503E-02 
      5047  1.256652117E+00  2.728991985E+00  3.439270556E-01  2.728991985E+00  2.262658626E-02 
      5048  1.738445401E+00  6.930266619E-01  3.440516591E-01  6.930266619E-01  3.402034193E-02 
      5049  1.764205813E+00  6.702424288E-01  3.449624181E-01  6.702424288E-01  3.648259491E-02 
      5050 -1.764177680E+00  6.705706716E-01  3.450896442E-01  6.705706716E-01  4.608978331E-02 
      5051  1.169747591E+00  2.973533630E+00  3.454436660E-01  2.973533630E+00  1.609365083E-02 
      5052  6.080877185E-01  3.926946640E+00  3.457889557E-01  3.926946640E+00  1.138679497E-02 
      5053 -6.305530667E-01  3.901230574E+00  3.459428549E-01  3.901230574E+00  1.142833382E-02 
      5054  1.385512948E+00  2.323581696E+00  3.461570144E-01  2.323581696E+00  2.358161844E-02 
      5055 -1.691904545E+00  1.097543716E+00  3.470836878E-01  1.097543716E+00  2.803550661E-02 
      5056 -1.730934501E+00  6.924881935E-01  3.483474851E-01  6.924881935E-01  5.234234780E-02 
      5057 -1.666352987E+00  3.411459327E-01  3.492373228E-01  3.411459327E-01  7.988082767E-01 
      5058  1.488440514E+00  1.960688114E+00  3.493039906E-01  1.960688114E+00  2.896058373E-02 
      5059  1.733391047E+00  9.032087326E-01  3.501713276E-01  9.032087326E-01  3.266951442E-02 
      5060 -1.756627321E+00  5.736990571E-01  3.508000374E-01  5.736990571E-01  6.129637733E-02 
      5061  1.033734441E+00  3.299323559E+00  3.508950770E-01  3.299323559E+00  7.482671645E-03 
      5062 -1.463920474E+00  2.055475950E+00  3.509735465E-01  2.055475950E+00  2.955314331E-02 
      5063  1.714046597E+00  3.855339587E-01  3.513543904E-01  3.855339587E-01  4.830957055E-01 
      5064  1.555605292E+00  2.920815647E-01  3.514463305E-01  2.920815647E-01  1.185522556E+00 
      5065 -9.843707085E-01  3.397855759E+00  3.515261412E-01  3.397855759E+00  6.385959685E-03 
      5066 -8.491469622E-01  3.619184971E+00  3.517281711E-01  3.619184971E+00  1.045603584E-02 
      5067  1.237357020E+00  2.796683073E+00  3.524311185E-01  2.796683073E+00  2.099834196E-02 
      5068 -1.011632800E+00  3.345008850E+00  3.524315953E-01  3.345008850E+00  6.500591058E-03 
      5069 -1.594018817E+00  1.546930075E+00  3.526605964E-01  1.546930075E+00  3.728006408E-02 
      5070  1.653615713E+00  1.289726138E+00  3.537451327E-01  1.289726138E+00  2.923552692E-02 
      5071  6.969835162E-01  3.817112446E+00  3.539222479E-01  3.817112446E+00  1.346352976E-02 
      5072  3.264509439E-01  4.165730476E+00  3.569308221E-01  4.165730476E+00  2.038382180E-02 
      5073  4.094135761E-01  4.109944344E+00  3.571342230E-01  4.109944344E+00  1.271343790E-02 
      5074 -1.504106402E+00  1.918099642E+00  3.573355079E-01  1.918099642E+00  3.234299645E-02 
      5075 -1.685132504E+00  1.154046297E+00  3.575432897E-01  1.154046297E+00  2.714662440E-02 
      5076  8.648529649E-01  3.593290567E+00  3.582338393E-01  3.593290567E+00  1.318231039E-02 
      5077 -3.377099335E-01  4.157482147E+00  3.592469990E-01  4.157482147E+00  6.030630320E-03 
      5078 -1.268376589E+00  2.716746330E+00  3.594782352E-01  2.716746330E+00  2.278967761E-02 
      5079 -6.669201851E-01  3.849935293E+00  3.595358133E-01  3.849935293E+00  1.257674024E-02 
      5080 -9.430598021E-01  1.146457642E-01  3.595919609E-01  1.146457642E-01  1.459951401E+00 
      5081 -1.160309434E+00  3.012797356E+00  3.598503768E-01  3.012797356E+00  1.312389597E-02 
      5082 -1.654659510E+00  1.301033139E+00  3.604460359E-01  1.301033139E+00  2.500295080E-02 
      5083  1.721681714E+00  7.589706182E-01  3.605531752E-01  7.589706182E-01  5.993732065E-02 
      5084 -1.570644140E+00  1.662270427E+00  3.606451154E-01  1.662270427E+00  4.012632370E-02 
      5085 -1.349717498E+00  2.470470190E+00  3.620359898E-01  2.470470190E+00  2.559304610E-02 
      5086 -1.738313317E+00  4.261162877E-01  3.622365892E-01  4.261162877E-01  3.323536217E-01 
      5087 -1.375716448E+00  2.387819529E+00  3.633331358E-01  2.387819529E+00  2.464742959E-02 
      5088 -1.289196134E+00  2.660734415E+00  3.633612096E-01  2.660734415E+00  2.421564050E-02 
      5089  1.701074481E+00  1.094853401E+00  3.640059531E-01  1.094853401E+00  2.913591079E-02 
      5090  1.218441963E+00  2.864482641E+00  3.641743958E-01  2.864482641E+00  1.900790073E-02 
      5091  1.762773156E+00  5.300000310E-01  3.641853333E-01  5.300000310E-01  1.018282026E-01 
      5092 -1.712658763E+00  7.540517449E-01  3.650798202E-01  7.540517449E-01  5.733720213E-02 
      5093  1.605596662E+00  1.527205825E+00  3.651983738E-01  1.527205825E+00  3.892569244E-02 
      5094  1.332032323E+00  2.532387733E+00  3.653526306E-01  2.532387733E+00  2.209221385E-02 
      5095 -1.762527823E+00  5.300007463E-01  3.653703034E-01  5.300007463E-01  8.942626417E-02 
      5096 -1.530977130E+00  1.832616806E+00  3.656990826E-01  1.832616806E+00  3.516073897E-02 
      5097  1.759360313E+00  7.289201617E-01  3.658024371E-01  7.289201617E-01  4.487839341E-02 
      5098 -1.759256244E+00  7.301991582E-01  3.662210703E-01  7.301991582E-01  4.869312420E-02 
      5099 -1.552412271E+00  1.749308825E+00  3.663704991E-01  1.749308825E+00  3.813733533E-02 
      5100  1.112110496E+00  3.135208845E+00  3.664832413E-01  3.135208845E+00  1.021362748E-02 
      5101  1.586845040E+00  1.609306574E+00  3.665714264E-01  1.609306574E+00  3.919565305E-02 
      5102 -1.313637733E+00  2.591592312E+00  3.665954769E-01  2.591592312E+00  2.483339049E-02 
      5103  1.675555944E+00  1.221270323E+00  3.666664660E-01  1.221270323E+00  2.881742828E-02 
      5104 -7.014887929E-01  3.803485870E+00  3.667035699E-01  3.803485870E+00  1.313818526E-02 
      5105 -8.856518269E-01  3.558517456E+00  3.668490052E-01  3.558517456E+00  1.034975518E-02 
      5106  1.729105592E+00  9.669930339E-01  3.671519160E-01  9.669930339E-01  3.246258572E-02 
      5107 -1.491273642E+00  2.703592777E-01  3.691098988E-01  2.703592777E-01  1.265100121E+00 
      5108  1.666856050E+00  3.446676731E-01  3.699396551E-01  3.446676731E-01  7.681347132E-01 
      5109  1.752605081E+00  5.738854408E-01  3.701891303E-01  5.738854408E-01  5.797653273E-02 
      5110 -1.490946412E+00  1.997350216E+00  3.709417582E-01  1.997350216E+00  2.910452522E-02 
      5111 -1.592028141E+00  1.601319551E+00  3.722040057E-01  1.601319551E+00  4.011950642E-02 
      5112 -1.044535041E+00  3.284379721E+00  3.723064363E-01  3.284379721E+00  7.121774368E-03 
      5113  1.349347591E+00  2.489443302E+00  3.723567128E-01  2.489443302E+00  2.136201598E-02 
      5114 -1.741859198E+00  9.175546765E-01  3.723778725E-01  9.175546765E-01  3.500135615E-02 
      5115  4.805013537E-01  4.039761066E+00  3.734137118E-01  4.039761066E+00  9.182985872E-03 
      5116  1.407133102E+00  2.420048118E-01  3.734346926E-01  2.420048118E-01  1.317758203E+00 
      5117  1.705152750E+00  8.219802976E-01  3.734352887E-01  8.219802976E-01  5.784865096E-02 
      5118  1.481987119E+00  2.036246538E+00  3.735288680E-01  2.036246538E+00  2.628169209E-02 
      5119 -1.187059283E+00  2.958558083E+00  3.739221692E-01  2.958558083E+00  1.418355759E-02 
      5120  9.037266374E-01  3.527847767E+00  3.743358254E-01  3.527847767E+00  1.288962178E-02 
      5121  1.159239769E+00  3.028854132E+00  3.743417859E-01  3.028854132E+00  1.264206693E-02 
      5122  1.568456650E+00  1.705838084E+00  3.753382564E-01  1.705838084E+00  3.654921055E-02 
      5123  1.380470991E+00  2.395384550E+00  3.760856390E-01  2.395384550E+00  2.138827555E-02 
      5124  1.630418062E+00  1.452001452E+00  3.778177500E-01  1.452001452E+00  3.715905547E-02 
      5125 -1.679784179E+00  1.231349349E+00  3.779554963E-01  1.231349349E+00  2.432366088E-02 
      5126  1.721390247E+00  1.034766316E+00  3.781654239E-01  1.034766316E+00  2.991500124E-02 
      5127 -1.222242355E+00  2.871387005E+00  3.786728084E-01  2.871387005E+00  1.754116081E-02 
      5128 -1.652011514E+00  1.359286666E+00  3.787062764E-01  1.359286666E+00  2.734255232E-02 
      5129 -7.473909259E-01  3.738112450E+00  3.787606657E-01  3.738112450E+00  1.380876079E-02 
      5130 -1.717588782E+00  1.054934263E+00  3.787784874E-01  1.054934263E+00  3.182677552E-02 
      5131 -1.693794966E+00  8.160395026E-01  3.791047931E-01  8.160395026E-01  5.621465296E-02 
      5132  7.330932617E-01  3.755818844E+00  3.794775605E-01  3.755818844E+00  1.494885422E-02 
      5133 -1.621292710E+00  1.496912360E+00  3.799492121E-01  1.496912360E+00  3.563511372E-02 
      5134  1.070148945E+00  3.234521866E+00  3.809262812E-01  3.234521866E+00  8.082822897E-03 
      5135 -1.112934113E+00  3.142525911E+00  3.812766373E-01  3.142525911E+00  8.876580745E-03 
      5136  1.740964174E+00  6.172551513E-01  3.813881874E-01  6.172551513E-01  4.361891001E-02 
      5137 -9.214724302E-01  3.497323513E+00  3.816863894E-01  3.497323513E+00  1.046617143E-02 
      5138  1.203697324E+00  2.923821688E+00  3.819191456E-01  2.923821688E+00  1.579854451E-02 
      5139  1.422760010E+00  2.265311241E+00  3.823173344E-01  2.265311241E+00  2.247585170E-02 
      5140 -1.736931205E+00  6.330970526E-01  3.839100301E-01  6.330970526E-01  4.043071717E-02 
      5141 -1.736427665E+00  9.777523875E-01  3.840835989E-01  9.777523875E-01  3.037305735E-02 
      5142  1.688213348E+00  8.841684461E-01  3.843404353E-01  8.841684461E-01  5.352279544E-02 
      5143 -1.701436639E+00  3.791347742E-01  3.846841156E-01  3.791347742E-01  5.333849788E-01 
      5144 -1.095929742E+00  1.524884552E-01  3.848134279E-01  1.524884552E-01  1.432598233E+00 
      5145 -1.707446575E+00  1.121503592E+00  3.851194680E-01  1.121503592E+00  2.855413780E-02 
      5146 -1.078750491E+00  3.218093395E+00  3.854472637E-01  3.218093395E+00  8.492467925E-03 
      5147  1.754055142E+00  7.952570319E-01  3.861331046E-01  7.952570319E-01  4.956251755E-02 
      5148 -1.608852744E+00  3.152177036E-01  3.862513602E-01  3.152177036E-01  1.046385050E+00 
