cellnumber     x-coordinate     y-coordinate     z-coordinate     y-coordinate pressure-coefficient 
     13355 -1.082720399E+00  2.539987862E-01  1.022871614E+00  2.391567230E-01  1.183472070E+04 
     13356  1.086001039E+00  2.556964457E-01 -1.026888728E+00  2.419831753E-01  1.217698828E+04 
     13357  1.244563460E+00  2.611773312E-01 -8.550756574E-01  2.521113753E-01  1.208475684E+04 
     13358  9.636518955E-01  2.629179657E-01  1.169210911E+00  2.486233264E-01  1.189761816E+04 
     13359  4.804877043E-01  2.600342929E-01  1.428116441E+00  2.452671081E-01  1.105380664E+04 
     13360 -9.555460811E-01  2.608260810E-01 -1.168014050E+00  2.456899881E-01  1.260640430E+04 
     13361  1.131679773E+00  2.550709546E-01  9.736621380E-01  2.404264212E-01  1.198819922E+04 
     13362 -9.204034805E-01  2.547414601E-01  1.174208879E+00  2.465617657E-01  1.183744629E+04 
     13363  4.913916290E-01  2.625041902E-01 -1.432008743E+00  2.470410168E-01  1.206086914E+04 
     13364 -5.623218417E-01  2.636370957E-01 -1.408918023E+00  2.487537861E-01  1.216900586E+04 
     13365 -3.618016243E-01  2.632062137E-01  1.471603036E+00  2.540425956E-01  1.233807129E+04 
     13366 -1.429220200E+00  2.571206987E-01  4.513877928E-01  2.404786646E-01  1.199457520E+04 
     13367  1.741766572E+00  7.567804456E-01 -2.073467523E-01  7.521796227E-01  3.859501038E+02 
     13368  1.166643500E+00  2.541782856E-01  9.274572730E-01  2.412587553E-01  1.204938281E+04 
     13369 -1.479347110E+00  2.660885751E-01 -3.650048673E-01  2.500224113E-01  1.156249609E+04 
     13370  1.755609035E+00  6.900379658E-01 -2.070953697E-01  6.925127506E-01  4.160422058E+02 
     13371  1.091096044E+00  2.565985620E-01  1.025242925E+00  2.465253919E-01  1.186810352E+04 
     13372  1.468794227E+00  2.624039650E-01 -3.642406762E-01  2.464044988E-01  1.174745703E+04 
     13373  8.647422791E-01  2.613196671E-01  1.238576889E+00  2.449547648E-01  1.180366992E+04 
     13374 -7.475503087E-01  2.614737749E-01 -1.312691569E+00  2.449583709E-01  1.266270410E+04 
     13375  1.467558503E+00  2.618036568E-01  3.616237640E-01  2.517490983E-01  1.183886719E+04 
     13376  1.685911298E+00  1.015424252E+00 -2.032739371E-01  1.016489029E+00  3.811701050E+02 
     13377 -7.297518849E-01  2.615462840E-01  1.323123813E+00  2.465671897E-01  1.225593848E+04 
     13378  4.320087135E-01  2.551592588E-01  1.428983331E+00  2.416108102E-01  1.103460352E+04 
     13379  7.289339900E-01  2.612630427E-01 -1.322643399E+00  2.440725416E-01  1.178056934E+04 
     13380  4.522673190E-01  2.571526766E-01 -1.429050803E+00  2.423451245E-01  1.221860938E+04 
     13381 -8.702471256E-01  2.626376450E-01 -1.239172935E+00  2.477491945E-01  1.262121289E+04 
     13382 -1.428080201E+00  2.605967522E-01 -4.853151143E-01  2.435009629E-01  1.178572168E+04 
     13383  9.125993252E-01  2.605686188E-01  1.200953841E+00  2.468613088E-01  1.187615527E+04 
     13384  7.630801201E-01  2.639604509E-01  1.312249303E+00  2.498970926E-01  1.158407520E+04 
     13385  1.768835545E+00  6.233720779E-01 -2.103074938E-01  6.281186938E-01  4.728666687E+02 
     13386 -1.118105412E+00  2.574243844E-01 -9.988172650E-01  2.426470965E-01  1.234754297E+04 
     13387  1.641655922E+00  1.208455682E+00 -1.979337335E-01  1.211498380E+00  3.774096680E+02 
     13388 -1.390363336E+00  2.611053884E-01 -5.884869099E-01  2.534646094E-01  1.181075098E+04 
     13389 -1.390355706E+00  2.602721155E-01  5.821586847E-01  2.452097237E-01  1.186302051E+04 
     13390  1.027896047E+00  2.564177811E-01  1.087793469E+00  2.418597490E-01  1.197408691E+04 
     13391  1.582486749E+00  1.451684594E+00 -1.907205135E-01  1.457775235E+00  3.792751465E+02 
     13392 -9.029911160E-01  2.627116740E-01 -1.215600133E+00  2.478047311E-01  1.245207031E+04 
     13393  1.700223327E+00  9.506891370E-01 -2.049996704E-01  9.466276169E-01  3.841026306E+02 
     13394  8.914877772E-01  2.562103271E-01 -1.201365590E+00  2.412776202E-01  1.201676270E+04 
     13395 -6.564390063E-01  2.614574134E-01 -1.360907435E+00  2.470393181E-01  1.244354492E+04 
     13396 -4.952573776E-01  2.605288327E-01 -1.424618602E+00  2.440203875E-01  1.211129199E+04 
     13397  1.670749784E+00  1.082721353E+00 -2.014590055E-01  1.086681724E+00  3.741574402E+02 
     13398 -1.022336960E+00  2.552655041E-01 -1.088515162E+00  2.411691397E-01  1.250967480E+04 
     13399  1.593180537E+00  1.408858299E+00 -1.921283454E-01  1.408676147E+00  3.859559021E+02 
     13400 -7.132558227E-01  2.613840699E-01 -1.331634521E+00  2.448910922E-01  1.282198340E+04 
     13401  1.727046132E+00  8.261707425E-01 -2.078333646E-01  8.346062899E-01  3.803945618E+02 
     13402 -8.686169982E-01  2.559820712E-01  1.217293382E+00  2.474922240E-01  1.186472852E+04 
     13403  1.626007438E+00  1.274945140E+00 -1.945209652E-01  1.277411699E+00  3.773944397E+02 
     13404 -4.827399254E-01  2.589229643E-01  1.423927665E+00  2.418092638E-01  1.230718652E+04 
     13405  1.206654072E+00  2.615898848E-01 -9.099914432E-01  2.461819947E-01  1.200800195E+04 
     13406 -1.181684971E+00  2.550806403E-01  9.118127227E-01  2.390797138E-01  1.188301758E+04 
     13407  1.421138644E+00  2.579587698E-01 -4.825501442E-01  2.407450974E-01  1.188681738E+04 
     13408  8.323871493E-01  2.546557486E-01 -1.237824559E+00  2.401116937E-01  1.194416797E+04 
     13409  1.415123343E+00  2.571040690E-01  4.924268723E-01  2.480257601E-01  1.193604004E+04 
     13410  8.121621609E-01  2.598908842E-01  1.268732786E+00  2.438831478E-01  1.170708105E+04 
     13411  1.238028407E+00  2.614794970E-01  8.663249016E-01  2.467346787E-01  1.193591602E+04 
     13412  1.312969089E+00  2.621136606E-01  7.514560223E-01  2.471283376E-01  1.170767969E+04 
     13413  1.440739989E+00  1.979926109E+00 -1.736510545E-01  1.982803702E+00  5.048128662E+02 
     13414 -3.230194151E-01  2.641391158E-01 -1.483770967E+00  2.509525716E-01  1.138161230E+04 
     13415  1.184729218E+00  2.799446106E+00 -1.319278032E-01  2.804975986E+00  3.556692505E+02 
     13416  1.655601501E+00  1.147960186E+00 -2.014228851E-01  1.148793101E+00  3.768140869E+02 
     13417  5.840455890E-01  2.596527934E-01 -1.387859821E+00  2.407585531E-01  1.184650977E+04 
     13418 -1.129138589E+00  2.523436546E-01  9.645622373E-01  2.355246693E-01  1.186727930E+04 
     13419  1.530652404E+00  1.656836867E+00 -1.724505574E-01  1.653067827E+00  3.804715576E+02 
     13420  1.256640792E+00  2.546850145E-01 -8.031224608E-01  2.416773289E-01  1.211882715E+04 
     13421  1.159226298E+00  2.585845888E-01 -9.560502172E-01  2.400390953E-01  1.224720605E+04 
     13422 -1.406257033E+00  2.617036402E-01 -5.542698503E-01  2.438973933E-01  1.181384766E+04 
     13423 -1.307686687E+00  2.603640854E-01 -7.504866719E-01  2.466934919E-01  1.196142090E+04 
     13424  1.162967682E+00  2.863103867E+00 -1.273812801E-01  2.861925840E+00  3.399570312E+02 
     13425 -1.406294465E+00  2.610117197E-01  5.487681031E-01  2.457644343E-01  1.193671582E+04 
     13426 -8.080804944E-01  2.597952783E-01 -1.270995259E+00  2.425488979E-01  1.285689453E+04 
     13427  1.458667278E+00  1.917183876E+00 -1.744846851E-01  1.927562475E+00  4.937573853E+02 
     13428  7.286649346E-01  2.630821764E-01  1.328811765E+00  2.492383718E-01  1.157516211E+04 
     13429 -1.356821656E+00  2.596699893E-01  6.531171203E-01  2.429095656E-01  1.196934570E+04 
     13430 -1.243712474E-02  2.632522583E-01  1.515977859E+00  2.443876714E-01  1.208145605E+04 
     13431  5.889067054E-01  2.597601414E-01  1.386123657E+00  2.410005033E-01  1.126076074E+04 
     13432  1.546482563E+00  1.592513204E+00 -1.865236759E-01  1.596349955E+00  3.791811218E+02 
     13433  1.140621662E+00  2.926445723E+00 -1.287283450E-01  2.938736200E+00  3.212126160E+02 
     13434  1.075152040E+00  3.110440016E+00 -1.177225709E-01  3.116404057E+00  2.781171875E+02 
     13435  1.712923050E+00  8.914451599E-01 -2.081938833E-01  9.021946788E-01  3.831386719E+02 
     13436  1.001377583E+00  3.309292078E+00 -1.098446921E-01  3.314837694E+00  2.341176147E+02 
     13437  9.748858809E-01  2.549523711E-01  1.130200505E+00  2.363650203E-01  1.198112012E+04 
     13438 -7.636485249E-02  2.591381073E-01  1.502391458E+00  2.464209944E-01  1.223792383E+04 
     13439  1.561957002E+00  1.532963276E+00 -1.874299794E-01  1.540705919E+00  3.704114990E+02 
     13440 -9.642093778E-01  2.522860467E-01 -1.129073262E+00  2.392849475E-01  1.263995703E+04 
     13441 -7.873890400E-01  2.558617294E-01  1.270673871E+00  2.423037887E-01  1.216562109E+04 
     13442  7.759253383E-01  2.542479038E-01 -1.272601724E+00  2.405547798E-01  1.187529980E+04 
     13443  2.408633195E-02  2.633064091E-01  1.516051650E+00  2.444282770E-01  1.202076367E+04 
     13444 -1.170031190E+00  2.612760663E-01 -9.553677440E-01  2.444556504E-01  1.222773340E+04 
     13445  9.856907725E-01  3.350387573E+00 -1.077794805E-01  3.357782364E+00  2.238274078E+02 
     13446  1.424242139E+00  2.040458441E+00 -1.609473228E-01  2.045428276E+00  4.843814087E+02 
     13447 -1.215852857E+00  2.647724152E-01 -9.126162529E-01  2.520729303E-01  1.201289062E+04 
     13448  1.051145911E+00  3.175992250E+00 -1.151672676E-01  3.179892540E+00  2.654309387E+02 
     13449 -5.864285827E-01  2.595164776E-01  1.386331677E+00  2.439448237E-01  1.227929688E+04 
     13450  1.118467689E+00  2.989941835E+00 -1.225350499E-01  2.986358404E+00  3.137071533E+02 
     13451  1.330780029E+00  2.618374825E-01  7.179114223E-01  2.469211817E-01  1.182649316E+04 
     13452  1.609756947E+00  1.341527104E+00 -1.941101551E-01  1.342199445E+00  3.860099792E+02 
     13453 -1.325133085E+00  2.602917254E-01 -7.188698649E-01  2.466392070E-01  1.203753223E+04 
     13454 -1.239052176E+00  2.645668387E-01 -8.797600269E-01  2.483373880E-01  1.213733496E+04 
     13455  1.264989376E+00  2.574108839E-01  8.046348691E-01  2.427018285E-01  1.199208105E+04 
     13456  1.289739728E+00  2.482597113E+00 -1.412156820E-01  2.480298519E+00  4.400165710E+02 
     13457 -1.427451491E+00  2.549486160E-01 -4.347782135E-01  2.392648607E-01  1.179964844E+04 
     13458 -1.079939008E+00  2.521655560E-01 -1.018227458E+00  2.387029678E-01  1.243994336E+04 
     13459 -1.267564654E+00  2.589161098E-01 -8.088499904E-01  2.440993339E-01  1.229622852E+04 
     13460  1.268018603E+00  2.549288511E+00 -1.420963705E-01  2.551324129E+00  4.270445557E+02 
     13461  1.347806931E+00  2.297480345E+00 -1.476361603E-01  2.296670437E+00  4.742937927E+02 
     13462  1.476169944E+00  1.854378819E+00 -1.771561354E-01  1.863799334E+00  4.865630188E+02 
     13463  1.025977135E+00  3.243806124E+00 -1.126070246E-01  3.243874550E+00  2.546012573E+02 
     13464  2.733162940E-01  2.599804103E-01 -1.481781960E+00  2.416158020E-01  1.241894727E+04 
     13465  5.510865450E-01  2.607800961E-01 -1.404784799E+00  2.457479537E-01  1.190581836E+04 
     13466 -4.305153191E-01  2.508995235E-01  1.416588426E+00  2.375070155E-01  1.253657227E+04 
     13467  1.368155003E+00  2.226668119E+00 -1.651922613E-01  2.233433723E+00  4.541134949E+02 
     13468  5.530024171E-01  2.602268457E-01  1.402230859E+00  2.413505465E-01  1.120777734E+04 
     13469 -4.537611008E-01  2.523317039E-01 -1.413843155E+00  2.378725260E-01  1.199978711E+04 
     13470  1.413544655E+00  2.498994470E-01 -4.307329953E-01  2.347006053E-01  1.190809961E+04 
     13471  2.866014540E-01  2.598614395E-01  1.478756905E+00  2.453707010E-01  1.113686133E+04 
     13472  1.096972466E+00  3.049434900E+00 -1.235642806E-01  3.053079844E+00  2.963526611E+02 
     13473  1.408670425E+00  2.490316778E-01  4.373236597E-01  2.280372828E-01  1.204014746E+04 
     13474  1.352539897E+00  2.594222724E-01 -6.600478292E-01  2.497005761E-01  1.199309082E+04 
     13475  1.308710456E+00  2.419461966E+00 -1.569578797E-01  2.421629190E+00  4.436162415E+02 
     13476  1.204115748E+00  2.740464926E+00 -1.422419697E-01  2.743383169E+00  3.693314819E+02 
     13477  1.327083945E+00  2.360891581E+00 -1.590064317E-01  2.364587307E+00  4.527656860E+02 
     13478  1.380840182E+00  2.184415579E+00 -1.668622941E-01  2.183166027E+00  4.774444580E+02 
     13479 -3.562815189E-01  2.546072304E-01 -1.447930932E+00  2.411629707E-01  1.164649023E+04 
     13480  1.226148129E+00  2.676770449E+00 -1.364945173E-01  2.681316376E+00  3.886657410E+02 
     13481  3.305038512E-01  2.552626431E-01  1.456177592E+00  2.419216037E-01  1.113281836E+04 
     13482  1.247577071E+00  2.612516165E+00 -1.366543025E-01  2.613490582E+00  4.113194580E+02 
     13483  1.510446548E+00  1.730232596E+00 -1.775639504E-01  1.730681539E+00  4.198001099E+02 
     13484 -6.119894981E-01  2.543648779E-01 -1.359401584E+00  2.417199165E-01  1.273361523E+04 
     13485  1.386891723E+00  2.598885596E-01 -5.881655216E-01  2.440363914E-01  1.188712500E+04 
     13486  3.044730425E-01  2.515853047E-01 -1.451316237E+00  2.353194803E-01  1.270031738E+04 
     13487  9.266464114E-01  2.536990643E-01  1.165559649E+00  2.417091429E-01  1.197546973E+04 
     13488 -1.350634456E+00  2.577939332E-01 -6.534731388E-01  2.405226082E-01  1.193539062E+04 
     13489 -9.080805779E-01  2.526339293E-01 -1.175838709E+00  2.402464151E-01  1.281861914E+04 
     13490 -1.421682686E-01  2.602402270E-01  1.500856400E+00  2.442109138E-01  1.249961816E+04 
     13491  1.498923182E+00  1.772819638E+00 -1.760468483E-01  1.777443886E+00  4.447127686E+02 
     13492  6.521009803E-01  2.564542592E-01 -1.347038627E+00  2.404659390E-01  1.190787793E+04 
     13493 -5.519886017E-01  2.600313723E-01  1.402063370E+00  2.426405847E-01  1.236494336E+04 
     13494  1.199573398E+00  2.530241907E-01  8.788158298E-01  2.403931916E-01  1.200792480E+04 
     13495  9.611476064E-01  3.412673235E+00 -1.051064134E-01  3.420974970E+00  2.114549866E+02 
     13496 -2.823495567E-01  2.626301646E-01 -1.487622142E+00  2.498208433E-01  1.129966504E+04 
     13497  8.763535619E-01  2.525230944E-01  1.199576020E+00  2.408271730E-01  1.199060449E+04 
     13498 -6.574575305E-01  2.578806579E-01  1.349027038E+00  2.350134403E-01  1.243664355E+04 
     13499  6.581745744E-01  2.572619021E-01  1.346662045E+00  2.423310280E-01  1.141451465E+04 
     13500  1.120752454E+00  2.512843907E-01 -9.695793986E-01  2.386741340E-01  1.230094629E+04 
     13501  1.207749844E+00  2.529093921E-01 -8.669125438E-01  2.396716326E-01  1.219952637E+04 
     13502  1.402502060E+00  2.604975700E-01 -5.545889735E-01  2.444931716E-01  1.178505176E+04 
     13503  9.318404198E-01  3.483032942E+00 -1.018289030E-01  3.494053125E+00  1.867046814E+02 
     13504 -1.317770123E+00  2.528364658E-01  6.868631244E-01  2.420035005E-01  1.204205469E+04 
     13505  1.403940797E+00  2.110653877E+00 -1.555171609E-01  2.107168436E+00  4.962120972E+02 
     13506 -3.441907093E-02  2.532280385E-01  1.487195373E+00  2.419884503E-01  1.241396387E+04 
     13507 -1.514141679E+00  2.626951039E-01 -2.146963030E-03  2.516944408E-01  1.169547363E+04 
     13508  1.511097550E+00  2.616937160E-01 -6.367275957E-03  2.484434843E-01  1.176014355E+04 
     13509  1.509364605E+00  2.614186704E-01 -5.634449795E-02  2.434942424E-01  1.182009277E+04 
     13510 -1.512912631E+00  2.625380754E-01 -4.953081533E-02  2.443176061E-01  1.167479004E+04 
     13511 -2.041582614E-01  2.583117783E-01  1.488022208E+00  2.427645475E-01  1.251375781E+04 
     13512  1.315781713E+00  2.540769875E-01 -6.983531117E-01  2.336832285E-01  1.212816309E+04 
     13513 -5.258962512E-01  2.531737983E-01 -1.391227365E+00  2.409063131E-01  1.241702734E+04 
     13514  1.353936315E+00  2.577786744E-01  6.462967396E-01  2.432701290E-01  1.187469531E+04 
     13515 -2.766914964E-01  2.581449449E-01  1.475711823E+00  2.420739383E-01  1.235416406E+04 
     13516  8.258194327E-01  2.518891394E-01  1.232695699E+00  2.378818840E-01  1.180239160E+04 
     13517 -7.546362877E-01  2.508699000E-01 -1.273640633E+00  2.370054722E-01  1.298305762E+04 
     13518  8.309153467E-02  2.592433989E-01  1.502460361E+00  2.459616512E-01  1.169568066E+04 
     13519  1.163564324E+00  2.511213124E-01 -9.168758392E-01  2.383305579E-01  1.227545508E+04 
     13520  7.715832591E-01  2.530765831E-01  1.271239638E+00  2.387724370E-01  1.189162500E+04 
     13521 -8.264803886E-01  2.520713806E-01 -1.232582450E+00  2.367559969E-01  1.290196777E+04 
     13522 -1.447516799E+00  2.499781847E-01  2.997778654E-01  2.407376319E-01  1.217893652E+04 
     13523 -1.397185326E+00  2.532816231E-01  5.110306740E-01  2.375993580E-01  1.197600195E+04 
     13524 -1.127399087E+00  2.503815889E-01 -9.578071237E-01  2.362847924E-01  1.240840918E+04 
     13525 -1.354069114E+00  2.507097423E-01  5.973053575E-01  2.380379438E-01  1.204434082E+04 
     13526 -1.474839807E+00  2.573733032E-01  2.695388198E-01  2.462839633E-01  1.214492285E+04 
     13527 -6.742139459E-01  2.524531484E-01 -1.323511839E+00  2.402861118E-01  1.279533398E+04 
     13528 -1.390763640E+00  2.515397370E-01 -5.134207606E-01  2.362744659E-01  1.190257324E+04 
     13529 -1.180488348E+00  2.556329966E-01 -9.165762067E-01  2.452183664E-01  1.220082520E+04 
     13530 -1.030866206E-01  2.516145706E-01  1.479378104E+00  2.407783568E-01  1.258289258E+04 
     13531  2.092398554E-01  2.572897673E-01 -1.484387994E+00  2.395978272E-01  1.226931543E+04 
     13532  1.229356289E+00  2.502849102E-01  8.221887946E-01  2.373573631E-01  1.205642773E+04 
     13533  1.270076632E+00  2.503316402E-01  7.578857541E-01  2.382918000E-01  1.201740332E+04 
     13534 -1.494663715E+00  2.564831078E-01  7.644811273E-02  2.408587635E-01  1.177044238E+04 
     13535  1.495539784E+00  2.567746937E-01  7.584213465E-02  2.379517704E-01  1.195495605E+04 
     13536  2.137726098E-01  2.586682737E-01  1.487799287E+00  2.455017567E-01  1.130540820E+04 
     13537 -1.267001867E+00  2.500332296E-01 -7.614722252E-01  2.389453501E-01  1.218565137E+04 
     13538  1.469335556E+00  2.560126781E-01  2.776447833E-01  2.380909473E-01  1.194311230E+04 
     13539 -1.468010902E+00  2.554402649E-01 -2.745471299E-01  2.379240692E-01  1.184992773E+04 
     13540  1.470612049E+00  2.568026483E-01 -2.828044891E-01  2.402918786E-01  1.182901660E+04 
     13541 -1.349135041E+00  2.499511391E-01 -6.032090187E-01  2.346405089E-01  1.205291309E+04 
     13542 -1.442426682E+00  3.245464265E-01  8.442018032E-01  3.164853454E-01  8.827883789E+03 
     13543  5.144006610E-01  2.535652816E-01 -1.396805763E+00  2.403368205E-01  1.202627539E+04 
     13544  5.108398199E-01  2.506710291E-01  1.388937950E+00  2.382446378E-01  1.121421094E+04 
     13545 -3.202589750E-01  2.507917881E-01  1.445131302E+00  2.365590632E-01  1.260106152E+04 
     13546 -1.229764819E+00  2.532829940E-01 -8.368155956E-01  2.398744822E-01  1.222907422E+04 
     13547  1.460878551E-01  2.549305856E-01  1.484977126E+00  2.426984757E-01  1.168775098E+04 
     13548  1.438656807E+00  2.486517578E-01  3.207901716E-01  2.280157954E-01  1.198428906E+04 
     13549 -1.445752978E+00  2.511840165E-01 -3.220194876E-01  2.388440073E-01  1.184144531E+04 
     13550  4.682089388E-02  2.538130581E-01  1.488620758E+00  2.418889105E-01  1.216910938E+04 
     13551  1.440632463E+00  2.496012896E-01 -3.250695765E-01  2.348908484E-01  1.195087695E+04 
     13552  5.998461246E-01  2.485645562E-01 -1.346200943E+00  2.324423790E-01  1.201583203E+04 
     13553  6.854868531E-01  2.494676709E-01 -1.307578206E+00  2.352260053E-01  1.193208594E+04 
     13554 -1.531672835E+00  3.255715370E-01  6.721909046E-01  3.160034418E-01  8.730718750E+03 
     13555 -6.903364062E-01  2.506682575E-01  1.309093118E+00  2.296041697E-01  1.246215430E+04 
     13556  1.386415362E-01  2.567987740E-01 -1.491122603E+00  2.374992073E-01  1.222655762E+04 
     13557 -9.796171784E-01  2.358910441E-01  1.051116824E+00  2.183762640E-01  1.219690234E+04 
     13558 -1.671684533E-01  2.512953579E-01  1.472605109E+00  2.375022471E-01  1.257898438E+04 
     13559 -5.103892684E-01  2.496005744E-01  1.385884166E+00  2.348174602E-01  1.240692285E+04 
     13560  6.095042825E-01  2.490855455E-01  1.343467832E+00  2.361987531E-01  1.153254688E+04 
     13561  1.349687934E+00  2.506034672E-01 -6.068575382E-01  2.284610868E-01  1.215125977E+04 
     13562 -1.409228444E+00  3.248393238E-01  8.992622495E-01  3.154554069E-01  8.825126953E+03 
     13563  1.385663986E+00  2.497535795E-01 -5.120661259E-01  2.364351600E-01  1.195091602E+04 
     13564 -1.491536140E+00  2.569912970E-01  1.424296796E-01  2.466359288E-01  1.181571777E+04 
     13565  1.488898635E+00  2.560639679E-01 -1.398211569E-01  2.389457673E-01  1.184571094E+04 
     13566 -6.060258150E-01  2.492608577E-01  1.345549941E+00  2.362531126E-01  1.256858594E+04 
     13567 -1.190351009E+00  2.390743047E-01  8.212509155E-01  2.220034301E-01  1.225351758E+04 
     13568 -1.228478074E+00  2.360156029E-01  7.460618019E-01  2.099291831E-01  1.236637305E+04 
     13569  1.042714238E+00  2.371983528E-01 -9.940083623E-01  2.214055508E-01  1.254029590E+04 
     13570 -1.489545703E+00  2.559909821E-01 -1.302021593E-01  2.372978777E-01  1.187418359E+04 
     13571  1.491416574E+00  2.569456995E-01  1.422959715E-01  2.415920794E-01  1.183450977E+04 
     13572 -1.679191589E-01  2.573114038E-01 -1.489599109E+00  2.413793951E-01  1.142328125E+04 
     13573 -1.311005116E+00  2.493389696E-01 -6.785640717E-01  2.341813743E-01  1.210073438E+04 
     13574  2.398066074E-01  2.501472831E-01 -1.459139943E+00  2.342409641E-01  1.236649707E+04 
     13575  6.907801628E-01  2.513640821E-01  1.311282635E+00  2.379076630E-01  1.161969238E+04 
     13576  2.495232075E-01  2.509376705E-01  1.459790826E+00  2.386778742E-01  1.128044727E+04 
     13577  1.390688539E+00  2.591985464E-01  5.736097693E-01  2.408168912E-01  1.188093262E+04 
     13578  5.153167527E-03  2.627247870E-01 -1.514219880E+00  2.490877807E-01  1.150498730E+04 
     13579 -2.056412697E-01  2.579475939E-01 -1.486851096E+00  2.418565303E-01  1.144835742E+04 
     13580  3.882950246E-01  2.374209911E-01 -1.387617469E+00  2.127860785E-01  1.278991797E+04 
     13581  5.674466491E-02  2.631731331E-01 -1.514435172E+00  2.494240701E-01  1.159575879E+04 
     13582 -2.356532812E-01  2.489150017E-01  1.456103802E+00  2.351514846E-01  1.265701367E+04 
     13583 -1.480413437E+00  2.556900680E-01  2.048993111E-01  2.398840636E-01  1.183267383E+04 
     13584 -7.996641845E-02  2.534754276E-01 -1.485722423E+00  2.339884192E-01  1.163751660E+04 
     13585 -1.385974288E+00  2.364801913E-01  3.830265701E-01  2.176136374E-01  1.232833887E+04 
     13586  1.317384005E+00  2.507871389E-01  6.754271984E-01  2.380264848E-01  1.206934570E+04 
     13587 -1.556994081E+00  3.259055912E-01  6.124358773E-01  3.194316030E-01  8.746181641E+03 
     13588 -1.476657033E+00  2.496417761E-01  2.846825309E-02  2.357277870E-01  1.189995215E+04 
     13589  1.473895431E+00  2.487094849E-01  2.470598556E-02  2.319028676E-01  1.196154980E+04 
     13590 -1.155563474E+00  2.385676354E-01  8.668255806E-01  2.266949415E-01  1.222997754E+04 
     13591  1.478712082E+00  2.551988065E-01  2.067555785E-01  2.374805361E-01  1.197268555E+04 
     13592 -1.483877182E+00  2.566707730E-01 -2.007589489E-01  2.378077358E-01  1.187518945E+04 
     13593  1.484932780E+00  2.575559914E-01 -2.116668969E-01  2.431716919E-01  1.176997852E+04 
     13594  9.217097163E-01  2.396572828E-01 -1.116511345E+00  2.240179330E-01  1.234141113E+04 
     13595 -9.213921428E-01  2.364059687E-01  1.104590774E+00  2.195792049E-01  1.213934473E+04 
     13596 -1.378253102E+00  2.383831292E-01  4.305090606E-01  2.190408260E-01  1.240559570E+04 
     13597 -1.373717785E+00  3.250344992E-01  9.530809522E-01  3.151552975E-01  8.696882812E+03 
     13598 -8.912509084E-01  2.369577289E-01  1.131149173E+00  2.199930400E-01  1.224448730E+04 
     13599 -2.449268103E-01  2.516326904E-01 -1.462349892E+00  2.371203601E-01  1.145192773E+04 
     13600  4.343103468E-01  2.396382540E-01 -1.381144881E+00  2.292093039E-01  1.272357129E+04 
     13601  1.469973683E+00  2.482620478E-01 -9.241557121E-02  2.330943197E-01  1.198879297E+04 
     13602  1.103207245E-01  2.476045638E-01  1.467115045E+00  2.372325212E-01  1.186028125E+04 
     13603 -1.474245548E+00  2.494961768E-01 -8.176518232E-02  2.345361710E-01  1.189132520E+04 
     13604  8.796313405E-01  2.395574600E-01 -1.149596095E+00  2.239430696E-01  1.239915723E+04 
     13605  1.066247582E+00  2.336681634E-01 -9.529317021E-01  2.187579274E-01  1.267983105E+04 
     13606  1.043319345E+00  2.397919148E-01  1.004533410E+00  2.229307443E-01  1.220830859E+04 
     13607  1.093292713E+00  2.371792346E-01  9.383181930E-01  2.270076275E-01  1.246556934E+04 
     13608  1.531672955E+00  3.255715370E-01 -6.721909642E-01  3.173028529E-01  8.536544922E+03 
     13609  1.008374929E+00  2.396872789E-01  1.039118886E+00  2.228522748E-01  1.233962305E+04 
     13610  1.714556366E-01  2.473756820E-01 -1.460526824E+00  2.321622670E-01  1.255322754E+04 
     13611  1.777928025E-01  2.473273724E-01  1.459648490E+00  2.369960845E-01  1.157965918E+04 
     13612  1.116363168E+00  2.364338636E-01  9.072338939E-01  2.173873782E-01  1.241137695E+04 
     13613 -1.467410088E+00  2.475444674E-01  1.051304936E-01  2.341547757E-01  1.191561621E+04 
     13614 -9.993366599E-01  2.381916493E-01 -1.041808128E+00  2.179072350E-01  1.294496094E+04 
     13615  1.467993855E+00  2.477294654E-01  1.044665873E-01  2.346798927E-01  1.202648340E+04 
     13616 -9.273441434E-01  2.334669381E-01 -1.088081837E+00  2.143637091E-01  1.310911523E+04 
     13617  9.445266724E-01  2.394269258E-01  1.097025514E+00  2.247209400E-01  1.218543848E+04 
     13618 -1.450762272E+00  2.469998598E-01  2.343732119E-01  2.333664149E-01  1.198192480E+04 
     13619 -8.254263401E-01  2.389277369E-01  1.186905861E+00  2.192400396E-01  1.230860449E+04 
     13620 -1.180065513E+00  2.274456471E-01  7.739112973E-01  2.132819295E-01  1.242871777E+04 
     13621 -1.090584517E+00  2.346520424E-01  9.301133156E-01  2.167568207E-01  1.221304980E+04 
     13622  2.954381704E-01  2.332119346E-01 -1.398017287E+00  2.191858143E-01  1.326873633E+04 
     13623  1.409504771E+00  3.237224221E-01  8.959130645E-01  3.170963526E-01  8.673233398E+03 
     13624  7.997466922E-01  2.363888025E-01 -1.195434213E+00  2.097466439E-01  1.237596875E+04 
     13625 -1.032492518E+00  2.358676940E-01 -9.988343120E-01  2.153584361E-01  1.288125879E+04 
     13626 -1.442426682E+00  3.245464265E-01 -8.442018032E-01  3.135034740E-01  9.018090820E+03 
     13627  9.897218347E-01  2.391883582E-01 -1.055238128E+00  2.197544873E-01  1.256742480E+04 
